latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
28.128,96.994,301.4,1.7,1.3,2020-01-01,0355,Terra,MODIS,40,6.0NRT,278.8,15.3,D
33.183,74.077,301.5,1.5,1.2,2020-01-01,0530,Terra,MODIS,48,6.0NRT,280.6,12.3,D
25.267,75.696,305.9,1,1,2020-01-01,0535,Terra,MODIS,57,6.0NRT,289.3,6.2,D
30.153,80.239,301.9,1.1,1,2020-01-01,0535,Terra,MODIS,41,6.0NRT,274.5,7.3,D
25.266,75.706,315.3,1,1,2020-01-01,0535,Terra,MODIS,76,6.0NRT,289.3,13.4,D
19.897,83.246,305.4,2.4,1.5,2020-01-01,0535,Terra,MODIS,51,6.0NRT,291.7,16.3,D
19.831,75.22,315.3,1,1,2020-01-01,0535,Terra,MODIS,67,6.0NRT,299.2,7.3,D
19.83,75.229,316.8,1,1,2020-01-01,0535,Terra,MODIS,69,6.0NRT,298.9,8.8,D
19.664,74.976,320.5,1,1,2020-01-01,0535,Terra,MODIS,64,6.0NRT,300.7,13,D
15.178,76.655,315.6,1.1,1,2020-01-01,0535,Terra,MODIS,44,6.0NRT,300.4,6.5,D
28.986,79.616,304.1,1.1,1,2020-01-01,0535,Terra,MODIS,58,6.0NRT,288.8,6.4,D
15.782,74.995,317,1,1,2020-01-01,0535,Terra,MODIS,64,6.0NRT,302.9,7.2,D
30.007,80.624,300.6,1.1,1.1,2020-01-01,0535,Terra,MODIS,38,6.0NRT,278.7,9.1,D
19.662,74.985,319.8,1,1,2020-01-01,0535,Terra,MODIS,69,6.0NRT,300.1,12.6,D
19.397,75.917,317.7,1,1,2020-01-01,0535,Terra,MODIS,67,6.0NRT,296.4,10.3,D
19.522,74.873,311.8,1,1,2020-01-01,0535,Terra,MODIS,54,6.0NRT,299.1,5.3,D
18.684,80.112,313.3,1.5,1.2,2020-01-01,0535,Terra,MODIS,50,6.0NRT,300.3,13.3,D
18.691,73.037,312.2,1.2,1.1,2020-01-01,0535,Terra,MODIS,0,6.0NRT,300.4,7.7,D
18.35,74.631,320.6,1,1,2020-01-01,0535,Terra,MODIS,64,6.0NRT,301.2,11.3,D
17.66,77.555,313.5,1.1,1.1,2020-01-01,0535,Terra,MODIS,65,6.0NRT,298,7.1,D
17.965,75.19,322.2,1,1,2020-01-01,0535,Terra,MODIS,75,6.0NRT,299.5,13.5,D
17.956,75.189,323.3,1,1,2020-01-01,0535,Terra,MODIS,76,6.0NRT,298.6,14.8,D
17.486,73.321,312.3,1.1,1,2020-01-01,0535,Terra,MODIS,49,6.0NRT,299.9,6.1,D
16.583,74.626,313.9,1,1,2020-01-01,0535,Terra,MODIS,58,6.0NRT,302.1,5.3,D
16.539,74.737,315.3,1,1,2020-01-01,0535,Terra,MODIS,61,6.0NRT,301.8,6.1,D
16.211,76.01,315.4,1,1,2020-01-01,0535,Terra,MODIS,58,6.0NRT,300.5,5.6,D
16.311,75.225,319.4,1,1,2020-01-01,0535,Terra,MODIS,69,6.0NRT,300.2,9.7,D
16.162,75.784,317.2,1,1,2020-01-01,0535,Terra,MODIS,64,6.0NRT,300.9,8.2,D
15.897,76.781,313,1.1,1,2020-01-01,0535,Terra,MODIS,47,6.0NRT,297.1,7.4,D
15.95,75.786,318.9,1,1,2020-01-01,0535,Terra,MODIS,66,6.0NRT,297.6,9.4,D
9.736,76.959,314.1,1.3,1.1,2020-01-01,0540,Terra,MODIS,66,6.0NRT,293.8,12.9,D
13.993,75.304,312,1,1,2020-01-01,0540,Terra,MODIS,52,6.0NRT,298.1,6.2,D
23.18,87.726,311.8,1.8,1.3,2020-01-01,0705,Aqua,MODIS,68,6.0NRT,294.1,16.8,D
20.959,85.165,308.3,3,1.7,2020-01-01,0705,Aqua,MODIS,60,6.0NRT,294.8,25.5,D
22.336,87.368,307,1.9,1.4,2020-01-01,0705,Aqua,MODIS,58,6.0NRT,294.1,10.8,D
22.482,87.029,309.5,2,1.4,2020-01-01,0705,Aqua,MODIS,65,6.0NRT,295,16.2,D
28.132,96.998,303.3,1.5,1.2,2020-01-01,0705,Aqua,MODIS,48,6.0NRT,280.4,13.8,D
28.13,96.977,314.7,1.5,1.2,2020-01-01,0705,Aqua,MODIS,75,6.0NRT,280.4,29.5,D
28.537,94.285,301,1.1,1.1,2020-01-01,0705,Aqua,MODIS,44,6.0NRT,288.6,7.2,D
28.879,95.852,317.2,1.3,1.1,2020-01-01,0705,Aqua,MODIS,58,6.0NRT,286.3,24.9,D
28.875,95.847,326,1.3,1.1,2020-01-01,0705,Aqua,MODIS,69,6.0NRT,285.9,36.5,D
16.458,75.741,319.2,1.8,1.3,2020-01-01,0840,Aqua,MODIS,68,6.0NRT,302.2,19.2,D
16.465,75.734,319,1.8,1.3,2020-01-01,0840,Aqua,MODIS,54,6.0NRT,302.1,15.7,D
18.289,79.924,313.3,4.1,1.9,2020-01-01,0845,Aqua,MODIS,59,6.0NRT,294.9,54.6,D
18.293,79.919,311.6,4.1,1.9,2020-01-01,0845,Aqua,MODIS,52,6.0NRT,294.6,44.1,D
17.637,73.451,322.2,1.3,1.1,2020-01-01,0845,Aqua,MODIS,72,6.0NRT,306.2,17.9,D
17.636,73.439,317.1,1.3,1.1,2020-01-01,0845,Aqua,MODIS,56,6.0NRT,304.6,10.9,D
17.951,73.196,316.9,1.3,1.1,2020-01-01,0845,Aqua,MODIS,63,6.0NRT,299.4,12.8,D
18.324,73.333,374.7,1.3,1.1,2020-01-01,0845,Aqua,MODIS,100,6.0NRT,307.2,188.8,D
18.322,73.32,327.5,1.3,1.1,2020-01-01,0845,Aqua,MODIS,79,6.0NRT,306,25,D
18.405,73.239,314.7,1.3,1.1,2020-01-01,0845,Aqua,MODIS,54,6.0NRT,302.6,7.7,D
18.92,73.368,320.5,1.4,1.2,2020-01-01,0845,Aqua,MODIS,55,6.0NRT,304.3,15.1,D
19.53,74.638,315.7,1.7,1.3,2020-01-01,0845,Aqua,MODIS,63,6.0NRT,303.7,11.8,D
21.109,72.636,302.8,1,1,2020-01-01,2055,Aqua,MODIS,51,6.0NRT,285.3,6.7,N
21.108,72.646,300.1,1,1,2020-01-01,2055,Aqua,MODIS,19,6.0NRT,285.3,5.3,N
16.347,75.393,300.8,1.3,1.1,2020-01-01,2055,Aqua,MODIS,34,6.0NRT,288.7,7.8,N
16.345,75.405,313.8,1.3,1.1,2020-01-01,2055,Aqua,MODIS,88,6.0NRT,289,20.7,N
20.969,86.004,309.6,1.4,1.2,2020-01-02,0440,Terra,MODIS,44,6.0NRT,295.4,8.1,D
20.968,86.017,315,1.4,1.2,2020-01-02,0440,Terra,MODIS,74,6.0NRT,295.8,15,D
20.957,86.016,312.7,1.4,1.2,2020-01-02,0440,Terra,MODIS,60,6.0NRT,294.2,11.5,D
21.106,72.637,311.2,2.4,1.5,2020-01-02,0620,Terra,MODIS,0,6.0NRT,294.4,22.1,D
19.598,82.475,314.7,1,1,2020-01-02,0750,Aqua,MODIS,69,6.0NRT,296.4,7.5,D
19.596,82.465,318.5,1,1,2020-01-02,0750,Aqua,MODIS,77,6.0NRT,295.3,10.9,D
25.31,83.499,305.6,1.1,1,2020-01-02,0750,Aqua,MODIS,56,6.0NRT,290.4,6.6,D
25.433,83.604,311.5,1.1,1,2020-01-02,0750,Aqua,MODIS,69,6.0NRT,294.9,8.9,D
26.5,84.557,307.9,1.2,1.1,2020-01-02,0750,Aqua,MODIS,0,6.0NRT,293.8,7.1,D
25.449,76.864,308.9,1.6,1.2,2020-01-02,0750,Aqua,MODIS,64,6.0NRT,293.7,11.1,D
27.138,83.431,307,1.1,1,2020-01-02,0750,Aqua,MODIS,57,6.0NRT,293.5,5.7,D
28.914,77.606,304.4,1.3,1.1,2020-01-02,0750,Aqua,MODIS,59,6.0NRT,292.4,5.4,D
29.347,78.036,302.8,1.2,1.1,2020-01-02,0750,Aqua,MODIS,41,6.0NRT,285.6,6.5,D
16.306,75.421,302.4,1,1,2020-01-02,1710,Terra,MODIS,49,6.0NRT,291.3,5,N
12.662,76.392,300.7,1,1,2020-01-02,1710,Terra,MODIS,32,6.0NRT,288.1,4.6,N
14.785,75.288,308.1,1.1,1,2020-01-02,1710,Terra,MODIS,74,6.0NRT,292.1,8.5,N
15.178,76.657,306.7,1,1,2020-01-02,1710,Terra,MODIS,63,6.0NRT,294.8,5.4,N
15.055,75.009,307.3,1.1,1,2020-01-02,1710,Terra,MODIS,71,6.0NRT,291.3,9.4,N
15.89,75.169,302,1.1,1,2020-01-02,1710,Terra,MODIS,46,6.0NRT,290.4,5.4,N
15.973,75.538,309.2,1,1,2020-01-02,1710,Terra,MODIS,77,6.0NRT,292.3,9,N
15.943,75.151,302.7,1.1,1,2020-01-02,1710,Terra,MODIS,51,6.0NRT,292.2,5.7,N
16.164,75.775,307,1,1,2020-01-02,1710,Terra,MODIS,52,6.0NRT,292.8,8,N
16.191,75.452,313.8,1,1,2020-01-02,1710,Terra,MODIS,88,6.0NRT,292,12.7,N
16.189,75.442,320.9,1,1,2020-01-02,1710,Terra,MODIS,100,6.0NRT,292.1,19.3,N
16.301,75.451,304.7,1,1,2020-01-02,1710,Terra,MODIS,61,6.0NRT,291.2,5.9,N
16.33,75.398,313,1,1,2020-01-02,1710,Terra,MODIS,86,6.0NRT,291,12.5,N
16.228,74.717,308.2,1.1,1,2020-01-02,1710,Terra,MODIS,74,6.0NRT,290.1,10.1,N
16.356,75.384,307.1,1,1,2020-01-02,1710,Terra,MODIS,70,6.0NRT,290.9,7.7,N
16.365,75.382,304.9,1,1,2020-01-02,1710,Terra,MODIS,49,6.0NRT,290.8,6,N
16.424,75.599,322.5,1,1,2020-01-02,1710,Terra,MODIS,100,6.0NRT,293,19.8,N
16.43,75.385,305.8,1,1,2020-01-02,1710,Terra,MODIS,66,6.0NRT,291.3,6.8,N
16.63,74.578,309.7,1.1,1,2020-01-02,1710,Terra,MODIS,78,6.0NRT,290.6,11.6,N
16.629,74.568,312.5,1.1,1,2020-01-02,1710,Terra,MODIS,85,6.0NRT,290,13.9,N
16.713,74.94,307.3,1.1,1,2020-01-02,1710,Terra,MODIS,71,6.0NRT,291.1,8.7,N
16.755,74.603,308.3,1.1,1,2020-01-02,1710,Terra,MODIS,74,6.0NRT,290.5,10.2,N
17.264,74.502,300.1,1.1,1,2020-01-02,1710,Terra,MODIS,15,6.0NRT,288.2,5.6,N
19.153,76.198,301.2,1,1,2020-01-02,1715,Terra,MODIS,26,6.0NRT,290.4,5.1,N
19.304,76.162,304.6,1,1,2020-01-02,1715,Terra,MODIS,61,6.0NRT,288.6,6.8,N
30.442,76.788,304.6,1.5,1.2,2020-01-03,0520,Terra,MODIS,59,6.0NRT,287.4,12,D
28.491,79.193,300.6,1.1,1,2020-01-03,0520,Terra,MODIS,39,6.0NRT,288.8,4.1,D
27.37,77.692,300.4,1.2,1.1,2020-01-03,0520,Terra,MODIS,33,6.0NRT,288.7,4.3,D
19.646,75.067,312.6,1.4,1.2,2020-01-03,0525,Terra,MODIS,49,6.0NRT,294.4,10.8,D
18.197,74.848,313,1.4,1.2,2020-01-03,0525,Terra,MODIS,57,6.0NRT,300.4,8.6,D
17.499,75.605,312.6,1.2,1.1,2020-01-03,0525,Terra,MODIS,34,6.0NRT,301.5,6,D
16.105,76.328,326.4,1.1,1,2020-01-03,0525,Terra,MODIS,74,6.0NRT,302.2,18.3,D
13.357,77.448,316.9,1,1,2020-01-03,0525,Terra,MODIS,64,6.0NRT,301.6,7.4,D
12.838,79.952,313,1.2,1.1,2020-01-03,0525,Terra,MODIS,48,6.0NRT,298.5,7.6,D
13.05,77.089,320.1,1,1,2020-01-03,0525,Terra,MODIS,71,6.0NRT,299.8,10.5,D
13.049,77.098,313.5,1,1,2020-01-03,0525,Terra,MODIS,55,6.0NRT,298.3,4.9,D
11.954,79.232,316.6,1.1,1.1,2020-01-03,0525,Terra,MODIS,61,6.0NRT,301.5,10.6,D
11.669,76.701,317.8,1,1,2020-01-03,0525,Terra,MODIS,70,6.0NRT,297.4,8.7,D
11.668,76.71,312.5,1,1,2020-01-03,0525,Terra,MODIS,51,6.0NRT,298,4.4,D
21.596,74.417,316.3,1.6,1.2,2020-01-03,0525,Terra,MODIS,72,6.0NRT,295,20.1,D
21.595,74.432,308.9,1.6,1.2,2020-01-03,0525,Terra,MODIS,58,6.0NRT,296,8.7,D
20.045,74.018,308.3,1.6,1.3,2020-01-03,0525,Terra,MODIS,55,6.0NRT,294.6,10.4,D
20.004,74.275,307.7,1.6,1.2,2020-01-03,0525,Terra,MODIS,49,6.0NRT,289.3,7.5,D
18.725,73.698,314,1,1,2020-01-03,0830,Aqua,MODIS,44,6.0NRT,302.3,5.1,D
11.633,76.732,322.7,1.2,1.1,2020-01-03,0830,Aqua,MODIS,76,6.0NRT,300.6,13.9,D
15.428,76.581,327.6,1.3,1.1,2020-01-03,0830,Aqua,MODIS,77,6.0NRT,302.1,23.7,D
15.831,74.991,321.1,1.1,1,2020-01-03,0830,Aqua,MODIS,50,6.0NRT,306.6,8.6,D
16.504,77.218,319.3,1.4,1.2,2020-01-03,0830,Aqua,MODIS,54,6.0NRT,304.9,9.8,D
16.196,73.706,315.7,1,1,2020-01-03,0830,Aqua,MODIS,50,6.0NRT,302.2,5.6,D
16.54,75.057,318.8,1.1,1,2020-01-03,0830,Aqua,MODIS,57,6.0NRT,307.3,7.4,D
17.282,74.437,315.7,1,1,2020-01-03,0830,Aqua,MODIS,39,6.0NRT,304,4.7,D
21.268,74.947,320.5,1.2,1.1,2020-01-03,0830,Aqua,MODIS,74,6.0NRT,300.1,15.6,D
21.447,72.774,312.7,1,1,2020-01-03,0830,Aqua,MODIS,55,6.0NRT,301.3,5.3,D
21.686,72.569,313,1,1,2020-01-03,0830,Aqua,MODIS,56,6.0NRT,299.5,6.2,D
21.684,72.559,346.5,1,1,2020-01-03,0830,Aqua,MODIS,93,6.0NRT,300.3,50.2,D
21.729,70.111,312.8,1.1,1,2020-01-03,0830,Aqua,MODIS,36,6.0NRT,299.8,5.6,D
21.728,70.1,320.9,1.1,1,2020-01-03,0830,Aqua,MODIS,76,6.0NRT,301,13.7,D
21.738,70.109,317.5,1.1,1,2020-01-03,0830,Aqua,MODIS,54,6.0NRT,300,9.9,D
21.737,70.099,336.3,1.1,1,2020-01-03,0830,Aqua,MODIS,88,6.0NRT,301.5,35.3,D
22.003,70.033,309.6,1.1,1,2020-01-03,0830,Aqua,MODIS,37,6.0NRT,298.1,4.5,D
30.443,76.788,302,2.1,1.4,2020-01-03,0835,Aqua,MODIS,50,6.0NRT,289.6,12.2,D
30.444,76.783,301.7,2.1,1.4,2020-01-03,0835,Aqua,MODIS,48,6.0NRT,289.7,11.3,D
30.413,74.078,313.4,1.4,1.2,2020-01-03,0835,Aqua,MODIS,74,6.0NRT,292.3,16.2,D
30.412,74.064,306.3,1.4,1.2,2020-01-03,0835,Aqua,MODIS,63,6.0NRT,292.5,8.1,D
22.795,86.211,310.2,1.2,1.1,2020-01-03,1620,Terra,MODIS,79,6.0NRT,286.9,14.6,N
23.664,86.919,301.3,1.1,1,2020-01-03,1620,Terra,MODIS,39,6.0NRT,286.2,6.8,N
23.777,86.395,306.3,1.1,1.1,2020-01-03,1620,Terra,MODIS,68,6.0NRT,285.9,11.3,N
23.781,86.389,305.5,1.1,1.1,2020-01-03,1620,Terra,MODIS,64,6.0NRT,282.8,11.7,N
16.287,75.233,309.9,1,1,2020-01-03,2045,Aqua,MODIS,79,6.0NRT,289.2,11.3,N
23.899,71.23,316.6,1.1,1,2020-01-04,0605,Terra,MODIS,70,6.0NRT,298.8,9.8,D
27.513,71.937,313.6,1.1,1,2020-01-04,0605,Terra,MODIS,62,6.0NRT,295.7,7.1,D
27.491,71.899,313.9,1.1,1,2020-01-04,0605,Terra,MODIS,61,6.0NRT,296.3,7,D
27.36,71.956,309.5,1.1,1,2020-01-04,0605,Terra,MODIS,50,6.0NRT,295,4.6,D
23.91,71.221,325.4,1.1,1,2020-01-04,0605,Terra,MODIS,57,6.0NRT,299.1,18.4,D
23.904,71.198,340.5,1.1,1,2020-01-04,0605,Terra,MODIS,79,6.0NRT,298.9,42.3,D
23.901,71.22,324.6,1.1,1,2020-01-04,0605,Terra,MODIS,76,6.0NRT,298.6,18.4,D
22.361,70.904,318.2,1.1,1.1,2020-01-04,0605,Terra,MODIS,73,6.0NRT,298.6,13.4,D
22.351,70.903,311.7,1.1,1.1,2020-01-04,0605,Terra,MODIS,45,6.0NRT,299.2,6.6,D
21.302,74.865,306.5,2,1.4,2020-01-04,0605,Terra,MODIS,44,6.0NRT,292.7,10.1,D
21.298,74.884,313.4,2.1,1.4,2020-01-04,0605,Terra,MODIS,68,6.0NRT,293.2,24.1,D
21.025,72.998,307.4,1.5,1.2,2020-01-04,0605,Terra,MODIS,49,6.0NRT,295.5,8.2,D
18.156,73.545,313,1.9,1.3,2020-01-04,0605,Terra,MODIS,62,6.0NRT,297.3,17.7,D
18.144,73.543,315.9,1.9,1.3,2020-01-04,0605,Terra,MODIS,68,6.0NRT,298.7,23.5,D
18.069,73.102,309.5,1.8,1.3,2020-01-04,0605,Terra,MODIS,50,6.0NRT,296.5,12,D
22.765,70.69,309.2,1.1,1,2020-01-04,0605,Terra,MODIS,52,6.0NRT,297.6,5,D
16.112,73.546,311.4,2.1,1.4,2020-01-04,0610,Terra,MODIS,48,6.0NRT,296.7,16.5,D
23.774,86.392,319.6,1,1,2020-01-04,0735,Aqua,MODIS,78,6.0NRT,297.5,13.2,D
31.31,75.328,301.4,2.5,1.5,2020-01-04,0740,Aqua,MODIS,47,6.0NRT,287.9,17.3,D
28.28,80.802,302.8,1.3,1.1,2020-01-04,0740,Aqua,MODIS,17,6.0NRT,289.9,5.3,D
28.44,80.185,303.9,1.4,1.2,2020-01-04,0740,Aqua,MODIS,57,6.0NRT,289.7,7.3,D
29.204,76.86,306,2.2,1.4,2020-01-04,0740,Aqua,MODIS,62,6.0NRT,291.2,19.7,D
30.015,76.996,304.7,2,1.4,2020-01-04,0740,Aqua,MODIS,60,6.0NRT,289.5,17.6,D
31.302,75.337,301.5,2.5,1.5,2020-01-04,0740,Aqua,MODIS,47,6.0NRT,287.8,16.2,D
16.401,75.85,313.5,1.4,1.2,2020-01-04,1700,Terra,MODIS,87,6.0NRT,291.2,19.9,N
15.944,75.121,315.5,1.5,1.2,2020-01-04,1700,Terra,MODIS,91,6.0NRT,288.5,28.9,N
15.942,75.107,302.9,1.6,1.2,2020-01-04,1700,Terra,MODIS,52,6.0NRT,287.4,12.3,N
15.932,75.05,300.8,1.6,1.2,2020-01-04,1700,Terra,MODIS,34,6.0NRT,288,10.8,N
16.24,75.865,302.4,1.4,1.2,2020-01-04,1700,Terra,MODIS,49,6.0NRT,291.2,8.2,N
16.27,75.617,309.7,1.4,1.2,2020-01-04,1700,Terra,MODIS,78,6.0NRT,289.5,16.6,N
16.276,75.589,305,1.4,1.2,2020-01-04,1700,Terra,MODIS,62,6.0NRT,290.4,11,N
16.278,75.466,309.1,1.4,1.2,2020-01-04,1700,Terra,MODIS,76,6.0NRT,290,17.1,N
16.215,75.083,306.8,1.5,1.2,2020-01-04,1700,Terra,MODIS,69,6.0NRT,288,17.4,N
16.417,75.49,308.8,1.4,1.2,2020-01-04,1700,Terra,MODIS,76,6.0NRT,293.2,15.2,N
16.969,74.622,302.5,1.6,1.2,2020-01-04,1700,Terra,MODIS,50,6.0NRT,287.6,13.2,N
17.733,76.48,305.2,1.2,1.1,2020-01-04,1700,Terra,MODIS,63,6.0NRT,289.6,9.5,N
18.326,76.916,309,1.1,1.1,2020-01-04,1700,Terra,MODIS,76,6.0NRT,287.1,12.8,N
18.251,75.112,306.1,1.4,1.2,2020-01-04,1700,Terra,MODIS,67,6.0NRT,288.4,14.1,N
20.961,85.184,303,2.2,1.4,2020-01-04,1700,Terra,MODIS,41,6.0NRT,288.6,17.6,N
20.959,85.163,300.3,2.2,1.4,2020-01-04,1700,Terra,MODIS,13,6.0NRT,288.2,12.9,N
20.96,85.178,304.7,2.2,1.4,2020-01-04,1700,Terra,MODIS,61,6.0NRT,288.7,22.7,N
22.786,86.204,306.2,1.3,1.1,2020-01-05,0510,Terra,MODIS,48,6.0NRT,293.9,7.5,D
22.327,82.678,306,1,1,2020-01-05,0510,Terra,MODIS,54,6.0NRT,293.9,4.4,D
21.922,83.35,312.3,1,1,2020-01-05,0510,Terra,MODIS,66,6.0NRT,297.3,7.8,D
23.679,86.09,306.3,1.2,1.1,2020-01-05,0510,Terra,MODIS,59,6.0NRT,294.4,6.6,D
21.462,83.809,307.9,1,1,2020-01-05,0510,Terra,MODIS,48,6.0NRT,294.4,4.9,D
21.461,83.819,306.7,1,1,2020-01-05,0510,Terra,MODIS,52,6.0NRT,294.3,4.3,D
20.963,85.18,311.4,1.2,1.1,2020-01-05,0510,Terra,MODIS,68,6.0NRT,292.2,9.6,D
20.868,84.999,308,1.2,1.1,2020-01-05,0510,Terra,MODIS,58,6.0NRT,290.5,6.7,D
18.397,80.355,307.7,1,1,2020-01-05,0510,Terra,MODIS,27,6.0NRT,296.4,4.2,D
18.025,77.156,308.5,1.5,1.2,2020-01-05,0510,Terra,MODIS,45,6.0NRT,296.3,7.7,D
18.023,77.17,312.8,1.5,1.2,2020-01-05,0510,Terra,MODIS,63,6.0NRT,296.3,13.4,D
17.253,82.196,310.2,1,1,2020-01-05,0510,Terra,MODIS,58,6.0NRT,296.8,5,D
17.169,80.252,314.7,1,1,2020-01-05,0510,Terra,MODIS,67,6.0NRT,297.3,7.8,D
16.376,77.701,316.3,1.3,1.1,2020-01-05,0510,Terra,MODIS,63,6.0NRT,297.8,11.2,D
23.731,85.013,301.6,1.1,1,2020-01-05,0510,Terra,MODIS,41,6.0NRT,289.9,3.4,D
23.722,86.444,306.7,1.3,1.1,2020-01-05,0510,Terra,MODIS,29,6.0NRT,294,7.2,D
13.188,77.228,313.6,1.3,1.1,2020-01-05,0515,Terra,MODIS,57,6.0NRT,298.4,7.5,D
10.925,79.105,316.6,1,1,2020-01-05,0515,Terra,MODIS,35,6.0NRT,302.6,9.9,D
11.727,78.98,319.8,1.1,1,2020-01-05,0815,Aqua,MODIS,65,6.0NRT,300.8,10,D
13.831,75.611,317.7,1,1,2020-01-05,0815,Aqua,MODIS,21,6.0NRT,302.3,7.6,D
14.509,76.017,324.1,1,1,2020-01-05,0815,Aqua,MODIS,42,6.0NRT,300.5,13.4,D
14.965,75.192,318.8,1.1,1,2020-01-05,0815,Aqua,MODIS,66,6.0NRT,305.8,6.5,D
18.846,74.448,318.5,1,1,2020-01-05,0820,Aqua,MODIS,67,6.0NRT,304.5,8.4,D
19.278,76.144,312.7,1,1,2020-01-05,0820,Aqua,MODIS,52,6.0NRT,297.8,5,D
18.984,74.014,315.3,1.1,1,2020-01-05,0820,Aqua,MODIS,59,6.0NRT,300.3,7.7,D
19.039,73.058,325.2,1.2,1.1,2020-01-05,0820,Aqua,MODIS,67,6.0NRT,303.7,19.1,D
19.456,74.824,313.6,1,1,2020-01-05,0820,Aqua,MODIS,54,6.0NRT,300,5.7,D
20.08,76.088,317.9,1,1,2020-01-05,0820,Aqua,MODIS,66,6.0NRT,301.1,9.8,D
19.969,74.183,312.1,1,1,2020-01-05,0820,Aqua,MODIS,45,6.0NRT,300.7,5.8,D
21.835,82.672,311.7,2.5,1.5,2020-01-05,0820,Aqua,MODIS,66,6.0NRT,297.9,21.3,D
21.022,75.518,317.8,1,1,2020-01-05,0820,Aqua,MODIS,67,6.0NRT,303.5,8.8,D
21.89,82.443,311.1,2.4,1.5,2020-01-05,0820,Aqua,MODIS,65,6.0NRT,298.6,20.1,D
21.187,75.449,337.3,1,1,2020-01-05,0820,Aqua,MODIS,88,6.0NRT,303.6,31.6,D
21.185,75.44,330.2,1,1,2020-01-05,0820,Aqua,MODIS,82,6.0NRT,304.2,21.8,D
21.107,72.646,340.3,1.2,1.1,2020-01-05,0820,Aqua,MODIS,68,6.0NRT,305,46.7,D
21.128,70.912,314.4,1.5,1.2,2020-01-05,0820,Aqua,MODIS,60,6.0NRT,300.6,14.3,D
22.665,79.329,308.1,1.5,1.2,2020-01-05,0820,Aqua,MODIS,61,6.0NRT,296.7,9.3,D
23.665,71.575,324.7,1.2,1.1,2020-01-05,0820,Aqua,MODIS,79,6.0NRT,300.8,22.3,D
25.114,75.649,313.5,1,1,2020-01-05,0820,Aqua,MODIS,68,6.0NRT,300.9,5.9,D
25.123,75.647,336.7,1,1,2020-01-05,0820,Aqua,MODIS,89,6.0NRT,300,33.8,D
25.122,75.637,316.2,1,1,2020-01-05,0820,Aqua,MODIS,72,6.0NRT,300,8.4,D
25.006,72.857,313.6,1.1,1,2020-01-05,0820,Aqua,MODIS,60,6.0NRT,299.6,6.5,D
26.727,73.195,318.8,1,1,2020-01-05,0820,Aqua,MODIS,69,6.0NRT,299.4,9.5,D
26.795,72.004,322.1,1.1,1,2020-01-05,0820,Aqua,MODIS,73,6.0NRT,298.5,12.3,D
28.084,79.05,301.6,1.7,1.3,2020-01-05,0820,Aqua,MODIS,48,6.0NRT,291.2,6.9,D
19.238,73.213,315.7,1.2,1.1,2020-01-05,0820,Aqua,MODIS,61,6.0NRT,303.9,6.4,D
15.405,75.539,325.5,1,1,2020-01-05,0820,Aqua,MODIS,60,6.0NRT,303.9,15.6,D
16.134,74.68,316.3,1.1,1,2020-01-05,0820,Aqua,MODIS,50,6.0NRT,299.7,6.7,D
16.537,74.66,316.7,1.1,1,2020-01-05,0820,Aqua,MODIS,46,6.0NRT,303.1,6.5,D
16.545,74.663,315.2,1.1,1,2020-01-05,0820,Aqua,MODIS,58,6.0NRT,300.7,6.1,D
16.413,73.693,317.1,1.2,1.1,2020-01-05,0820,Aqua,MODIS,61,6.0NRT,303.7,8.3,D
16.721,74.55,317.2,1.1,1,2020-01-05,0820,Aqua,MODIS,63,6.0NRT,301.9,8,D
17.353,77.661,315.4,1.1,1,2020-01-05,0820,Aqua,MODIS,52,6.0NRT,301.7,5.7,D
17.438,76.147,321.1,1,1,2020-01-05,0820,Aqua,MODIS,68,6.0NRT,303.7,9.3,D
18.112,79.586,314,1.3,1.1,2020-01-05,0820,Aqua,MODIS,62,6.0NRT,300.1,8.8,D
18.28,79.951,318.4,1.4,1.2,2020-01-05,0820,Aqua,MODIS,26,6.0NRT,301,11.9,D
18.288,79.957,319.7,1.4,1.2,2020-01-05,0820,Aqua,MODIS,28,6.0NRT,300.8,14.1,D
18.703,79.836,315.8,1.4,1.2,2020-01-05,0820,Aqua,MODIS,65,6.0NRT,300.5,13.6,D
17.892,73.993,313.5,1.1,1,2020-01-05,0820,Aqua,MODIS,37,6.0NRT,298.8,7.3,D
18.438,73.201,314.4,1.2,1.1,2020-01-05,0820,Aqua,MODIS,51,6.0NRT,303.4,7.3,D
19.098,77.231,331.7,1.1,1,2020-01-05,0820,Aqua,MODIS,84,6.0NRT,301.9,26.1,D
19.096,77.221,322.2,1.1,1,2020-01-05,0820,Aqua,MODIS,75,6.0NRT,300.9,14.2,D
18.771,74.627,313.5,1,1,2020-01-05,0820,Aqua,MODIS,42,6.0NRT,300.3,4.6,D
19.215,77.422,313.8,1.1,1,2020-01-05,0820,Aqua,MODIS,60,6.0NRT,299.8,7,D
19.146,76.644,320.3,1,1,2020-01-05,0820,Aqua,MODIS,72,6.0NRT,300.5,11.5,D
19.144,76.635,341.3,1,1,2020-01-05,0820,Aqua,MODIS,90,6.0NRT,301.6,40,D
18.621,73.065,326.3,1.2,1.1,2020-01-05,0820,Aqua,MODIS,78,6.0NRT,302.7,22.7,D
20.964,85.172,302.4,2.4,1.5,2020-01-05,1605,Terra,MODIS,49,6.0NRT,289.5,20.4,N
