latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
23.803,87.051,310.2,1.3,1.1,2020-01-18,0440,Terra,MODIS,64,6.0NRT,298.6,8.1,D
23.779,86.391,315.6,1.4,1.2,2020-01-18,0440,Terra,MODIS,73,6.0NRT,297.1,15.8,D
23.773,86.397,312.1,1.4,1.2,2020-01-18,0440,Terra,MODIS,41,6.0NRT,296.9,11.1,D
23.724,86.447,310.9,1.4,1.2,2020-01-18,0440,Terra,MODIS,61,6.0NRT,295.2,11.5,D
18.643,83.379,310,2,1.4,2020-01-18,0440,Terra,MODIS,58,6.0NRT,297.3,11.1,D
26.174,94.682,322.4,4.7,2,2020-01-18,0610,Aqua,MODIS,82,6.0NRT,285.6,190.9,D
26.174,94.678,321.4,4.7,2,2020-01-18,0610,Aqua,MODIS,81,6.0NRT,285.6,190,D
26.553,94.952,302.2,4.4,1.9,2020-01-18,0610,Aqua,MODIS,48,6.0NRT,286.2,35.3,D
26.569,94.942,303.7,4.4,1.9,2020-01-18,0610,Aqua,MODIS,57,6.0NRT,288,41.2,D
26.555,94.948,307.1,4.4,1.9,2020-01-18,0610,Aqua,MODIS,65,6.0NRT,286.6,61.8,D
26.693,95.081,302.7,4.3,1.9,2020-01-18,0610,Aqua,MODIS,53,6.0NRT,288.1,36.8,D
26.696,95.071,301.1,4.3,1.9,2020-01-18,0610,Aqua,MODIS,45,6.0NRT,288.3,29.9,D
21.102,72.64,308.8,2.4,1.5,2020-01-18,0620,Terra,MODIS,0,6.0NRT,298.2,13.2,D
17.264,82.523,313.6,1,1,2020-01-18,0745,Aqua,MODIS,59,6.0NRT,300.8,5.2,D
18.2,83.116,314.3,1,1,2020-01-18,0745,Aqua,MODIS,62,6.0NRT,299.1,6.5,D
18.335,83.663,318.4,1,1,2020-01-18,0750,Aqua,MODIS,67,6.0NRT,305.6,8.3,D
18.042,78.97,319.1,1.6,1.2,2020-01-18,0750,Aqua,MODIS,70,6.0NRT,301.3,18.5,D
18.042,78.965,315.1,1.6,1.2,2020-01-18,0750,Aqua,MODIS,47,6.0NRT,300.5,10.5,D
20.364,86.164,317.2,1.2,1.1,2020-01-18,0750,Aqua,MODIS,60,6.0NRT,304.5,7.2,D
20.424,86.323,317.3,1.2,1.1,2020-01-18,0750,Aqua,MODIS,58,6.0NRT,304.8,7.8,D
19.709,81.245,315.2,1.1,1.1,2020-01-18,0750,Aqua,MODIS,57,6.0NRT,296.1,8.8,D
20.425,86.329,320.5,1.3,1.1,2020-01-18,0750,Aqua,MODIS,67,6.0NRT,305.2,12.7,D
20.546,86.317,319.9,1.3,1.1,2020-01-18,0750,Aqua,MODIS,70,6.0NRT,304.5,12.3,D
20.569,86.424,322.2,1.3,1.1,2020-01-18,0750,Aqua,MODIS,55,6.0NRT,305.5,13.1,D
20.59,86.347,331.1,1.3,1.1,2020-01-18,0750,Aqua,MODIS,78,6.0NRT,306.8,29.7,D
20.543,85.807,316.4,1.2,1.1,2020-01-18,0750,Aqua,MODIS,52,6.0NRT,303.4,7.2,D
20.03,81.908,324.2,1,1,2020-01-18,0750,Aqua,MODIS,74,6.0NRT,295.9,18.7,D
20.787,85.253,313.3,1.1,1.1,2020-01-18,0750,Aqua,MODIS,57,6.0NRT,299.6,6.2,D
20.95,86.049,319.8,1.2,1.1,2020-01-18,0750,Aqua,MODIS,71,6.0NRT,305.4,12.2,D
20.961,85.182,320.4,1.1,1.1,2020-01-18,0750,Aqua,MODIS,72,6.0NRT,302.7,13.1,D
20.96,85.171,323.2,1.1,1.1,2020-01-18,0750,Aqua,MODIS,76,6.0NRT,303.1,15.9,D
20.904,82.389,314.3,1,1,2020-01-18,0750,Aqua,MODIS,59,6.0NRT,302.3,6,D
20.85,81.842,324,1,1,2020-01-18,0750,Aqua,MODIS,72,6.0NRT,304,11.7,D
21.137,83.56,314.2,1,1,2020-01-18,0750,Aqua,MODIS,62,6.0NRT,301.4,5.9,D
20.941,81.587,313.7,1.1,1,2020-01-18,0750,Aqua,MODIS,60,6.0NRT,300.3,5.5,D
21.144,82.083,341.2,1,1,2020-01-18,0750,Aqua,MODIS,68,6.0NRT,299.5,38.7,D
21.304,82.988,319.5,1,1,2020-01-18,0750,Aqua,MODIS,71,6.0NRT,305,8.7,D
21.343,82.942,317.9,1,1,2020-01-18,0750,Aqua,MODIS,68,6.0NRT,303.7,7.2,D
21.762,84.019,317.5,1,1,2020-01-18,0750,Aqua,MODIS,66,6.0NRT,302.9,8.6,D
21.52,82.192,318.1,1,1,2020-01-18,0750,Aqua,MODIS,55,6.0NRT,301.6,8.9,D
21.54,81.891,313.7,1,1,2020-01-18,0750,Aqua,MODIS,58,6.0NRT,300.2,4.7,D
21.917,83.349,317.7,1,1,2020-01-18,0750,Aqua,MODIS,69,6.0NRT,303.1,7.9,D
21.849,82.743,325.3,1,1,2020-01-18,0750,Aqua,MODIS,78,6.0NRT,301.8,15.6,D
21.96,83.257,315,1,1,2020-01-18,0750,Aqua,MODIS,63,6.0NRT,301.1,6,D
22.039,83.041,317.1,1,1,2020-01-18,0750,Aqua,MODIS,68,6.0NRT,299.9,7.5,D
22.038,83.032,317.1,1,1,2020-01-18,0750,Aqua,MODIS,69,6.0NRT,300.5,7.6,D
22.328,82.674,314,1,1,2020-01-18,0750,Aqua,MODIS,46,6.0NRT,300.2,5.9,D
22.235,82.04,311.6,1,1,2020-01-18,0750,Aqua,MODIS,62,6.0NRT,298.1,4.7,D
23.336,87.707,317.5,1.7,1.3,2020-01-18,0750,Aqua,MODIS,71,6.0NRT,302.8,15.6,D
23.334,87.701,317.7,1.7,1.3,2020-01-18,0750,Aqua,MODIS,71,6.0NRT,302.7,16.4,D
23.408,87.545,313.5,1.6,1.3,2020-01-18,0750,Aqua,MODIS,48,6.0NRT,302.1,10.3,D
23.408,87.538,314.3,1.6,1.3,2020-01-18,0750,Aqua,MODIS,65,6.0NRT,302.2,12.8,D
23.777,86.389,314.5,1.4,1.2,2020-01-18,0750,Aqua,MODIS,58,6.0NRT,298.7,10.7,D
23.73,85.013,311.6,1.2,1.1,2020-01-18,0750,Aqua,MODIS,65,6.0NRT,298.1,7.5,D
23.736,80.742,304.1,1.1,1,2020-01-18,0750,Aqua,MODIS,22,6.0NRT,290.8,2.8,D
24.646,80.301,303.8,1.1,1,2020-01-18,0750,Aqua,MODIS,20,6.0NRT,290.1,3.4,D
15.947,75.097,310.6,1.1,1,2020-01-18,1710,Terra,MODIS,81,6.0NRT,290.3,11.2,N
12.695,76.409,304.3,1,1,2020-01-18,1710,Terra,MODIS,38,6.0NRT,291.4,6.8,N
15.179,76.65,305.3,1,1,2020-01-18,1710,Terra,MODIS,35,6.0NRT,294.5,4.5,N
15.854,75.529,306,1,1,2020-01-18,1710,Terra,MODIS,66,6.0NRT,290.9,7.1,N
15.91,75.033,302,1.1,1,2020-01-18,1710,Terra,MODIS,46,6.0NRT,290.9,5.1,N
15.938,75.098,312.6,1.1,1,2020-01-18,1710,Terra,MODIS,85,6.0NRT,290.8,12.8,N
15.995,75.423,316.7,1,1,2020-01-18,1710,Terra,MODIS,94,6.0NRT,293.1,15.1,N
16.179,75.169,333.6,1,1,2020-01-18,1710,Terra,MODIS,100,6.0NRT,291.6,36.2,N
16.177,75.159,309.4,1,1,2020-01-18,1710,Terra,MODIS,77,6.0NRT,291.1,9.9,N
16.261,75.478,312.8,1,1,2020-01-18,1710,Terra,MODIS,86,6.0NRT,291.4,11.7,N
16.275,75.383,305.7,1,1,2020-01-18,1710,Terra,MODIS,65,6.0NRT,292.3,7,N
16.227,74.755,304.2,1.1,1,2020-01-18,1710,Terra,MODIS,59,6.0NRT,291.1,6.8,N
16.421,75.623,302.3,1,1,2020-01-18,1710,Terra,MODIS,48,6.0NRT,292.1,4.2,N
16.42,75.614,312.4,1,1,2020-01-18,1710,Terra,MODIS,85,6.0NRT,292.2,11,N
16.52,75.049,310.1,1,1,2020-01-18,1710,Terra,MODIS,79,6.0NRT,291.1,10.6,N
16.818,76.522,304.8,1,1,2020-01-18,1710,Terra,MODIS,62,6.0NRT,290.9,6.3,N
16.582,74.662,309,1.1,1,2020-01-18,1710,Terra,MODIS,76,6.0NRT,290.8,10.2,N
16.72,74.483,304.6,1.1,1,2020-01-18,1710,Terra,MODIS,61,6.0NRT,291.2,7.4,N
16.765,74.588,305.5,1.1,1,2020-01-18,1710,Terra,MODIS,64,6.0NRT,290.1,8,N
16.853,74.434,305.5,1.1,1,2020-01-18,1710,Terra,MODIS,65,6.0NRT,290.4,8.2,N
16.862,74.432,317.2,1.1,1,2020-01-18,1710,Terra,MODIS,95,6.0NRT,290.8,17.7,N
17.166,76.386,301.1,1,1,2020-01-18,1710,Terra,MODIS,37,6.0NRT,290.8,4.5,N
16.961,74.543,303.9,1.1,1,2020-01-18,1710,Terra,MODIS,57,6.0NRT,289.8,6.9,N
16.96,74.533,305.9,1.1,1,2020-01-18,1710,Terra,MODIS,66,6.0NRT,289.9,8.7,N
17.394,76.898,304.8,1,1,2020-01-18,1710,Terra,MODIS,62,6.0NRT,290.1,6.9,N
17.453,75.688,310.7,1,1,2020-01-18,1715,Terra,MODIS,81,6.0NRT,291.1,10.4,N
17.454,75.697,304.2,1,1,2020-01-18,1715,Terra,MODIS,59,6.0NRT,290.7,6.1,N
19.212,74.014,302.2,1.1,1,2020-01-18,1715,Terra,MODIS,47,6.0NRT,288.1,6.9,N
19.093,77.146,300.5,1,1,2020-01-18,1715,Terra,MODIS,28,6.0NRT,289.1,4.7,N
18.153,75.497,304.2,1,1,2020-01-18,1715,Terra,MODIS,59,6.0NRT,288.9,7,N
17.729,74.131,303.4,1.1,1,2020-01-18,1715,Terra,MODIS,55,6.0NRT,288.7,7.4,N
17.731,74.142,301.4,1.1,1,2020-01-18,1715,Terra,MODIS,41,6.0NRT,288.6,6.2,N
17.479,74.017,304.7,1.1,1.1,2020-01-18,1715,Terra,MODIS,61,6.0NRT,290.4,8.3,N
23.785,86.394,304.7,1,1,2020-01-18,1955,Aqua,MODIS,50,6.0NRT,288.9,7.1,N
23.776,86.392,304.4,1,1,2020-01-18,1955,Aqua,MODIS,31,6.0NRT,290.4,6.8,N
23.754,86.419,300.9,1,1,2020-01-18,1955,Aqua,MODIS,13,6.0NRT,288.5,4.8,N
23.722,86.449,302.7,1,1,2020-01-18,2000,Aqua,MODIS,51,6.0NRT,290.1,6.5,N
22.789,86.205,302.6,1,1,2020-01-18,2000,Aqua,MODIS,50,6.0NRT,290.4,6.4,N
20.965,85.169,300.4,1.1,1,2020-01-18,2000,Aqua,MODIS,14,6.0NRT,290.1,4.9,N
20.964,85.18,317.4,1.1,1,2020-01-18,2000,Aqua,MODIS,95,6.0NRT,292.2,18.3,N
20.962,85.19,305.4,1.1,1,2020-01-18,2000,Aqua,MODIS,64,6.0NRT,291.4,8.5,N
21.529,83.309,309.7,1.4,1.2,2020-01-19,0525,Terra,MODIS,50,6.0NRT,291.6,7.1,D
20.965,85.183,313.3,1.9,1.4,2020-01-19,0525,Terra,MODIS,67,6.0NRT,297.4,19.6,D
22.131,75.65,306.7,1.4,1.2,2020-01-19,0525,Terra,MODIS,53,6.0NRT,296,6.4,D
20.359,85.251,314.7,2,1.4,2020-01-19,0525,Terra,MODIS,52,6.0NRT,303.1,22.3,D
21.051,75.907,307.7,1.3,1.1,2020-01-19,0525,Terra,MODIS,28,6.0NRT,294.7,6.2,D
19.401,75.178,312.4,1.3,1.1,2020-01-19,0525,Terra,MODIS,51,6.0NRT,298.7,9,D
18.444,77.684,313.5,1,1,2020-01-19,0525,Terra,MODIS,59,6.0NRT,299.8,5.4,D
17.878,80.862,315,1.1,1.1,2020-01-19,0525,Terra,MODIS,52,6.0NRT,298.1,8.5,D
17.637,79.935,309.7,1.1,1,2020-01-19,0525,Terra,MODIS,22,6.0NRT,292.6,5.8,D
18.305,75.009,314.7,1.3,1.1,2020-01-19,0525,Terra,MODIS,60,6.0NRT,299.1,9.8,D
17.848,77.791,319.6,1,1,2020-01-19,0525,Terra,MODIS,68,6.0NRT,303.3,8.1,D
17.486,80.019,315.5,1.1,1,2020-01-19,0525,Terra,MODIS,68,6.0NRT,296.1,10.7,D
17.673,78.112,319.8,1,1,2020-01-19,0525,Terra,MODIS,68,6.0NRT,302.6,9.4,D
17.671,78.121,342.2,1,1,2020-01-19,0525,Terra,MODIS,91,6.0NRT,302.8,39.3,D
17.176,80.692,310.9,1.1,1.1,2020-01-19,0525,Terra,MODIS,54,6.0NRT,297.4,5.2,D
17.016,80.992,310,1.2,1.1,2020-01-19,0525,Terra,MODIS,55,6.0NRT,288.6,7.4,D
17.014,81.003,329,1.2,1.1,2020-01-19,0525,Terra,MODIS,83,6.0NRT,288.4,31.3,D
17.135,79.967,310.6,1.1,1,2020-01-19,0525,Terra,MODIS,52,6.0NRT,294.6,5.6,D
17.901,73.873,312.7,1.6,1.2,2020-01-19,0525,Terra,MODIS,48,6.0NRT,299.2,10.6,D
17.269,78.413,317.3,1,1,2020-01-19,0525,Terra,MODIS,62,6.0NRT,302.7,7,D
17.421,75.834,316.3,1.2,1.1,2020-01-19,0525,Terra,MODIS,47,6.0NRT,300.6,6.2,D
16.857,79.191,316.3,1,1,2020-01-19,0525,Terra,MODIS,62,6.0NRT,299.6,7.4,D
17.002,74.611,315.6,1.3,1.1,2020-01-19,0525,Terra,MODIS,51,6.0NRT,301.1,8,D
16.106,78.669,316.9,1,1,2020-01-19,0525,Terra,MODIS,56,6.0NRT,300.6,8.9,D
16.519,74.639,315.6,1.3,1.1,2020-01-19,0525,Terra,MODIS,56,6.0NRT,300.9,8.2,D
16.308,75.699,320.3,1.1,1.1,2020-01-19,0525,Terra,MODIS,67,6.0NRT,302.3,9.7,D
16.114,75.456,318.5,1.2,1.1,2020-01-19,0525,Terra,MODIS,63,6.0NRT,303,8.3,D
14.962,76.02,319.6,1.1,1,2020-01-19,0525,Terra,MODIS,64,6.0NRT,303.4,6.3,D
13.29,77.456,321,1,1,2020-01-19,0525,Terra,MODIS,72,6.0NRT,302.7,9.8,D
10.765,78.793,314.9,1.1,1,2020-01-19,0525,Terra,MODIS,66,6.0NRT,296.6,9.5,D
9.678,76.89,318.5,1,1,2020-01-19,0525,Terra,MODIS,71,6.0NRT,295.4,10.9,D
26.113,94.913,301.1,1,1,2020-01-19,0655,Aqua,MODIS,25,6.0NRT,288.1,4,D
27.167,95.566,307.3,1,1,2020-01-19,0655,Aqua,MODIS,64,6.0NRT,290.1,7,D
27.712,96.243,312,1,1,2020-01-19,0655,Aqua,MODIS,72,6.0NRT,288.8,10.3,D
27.319,92.367,308.6,1.2,1.1,2020-01-19,0655,Aqua,MODIS,64,6.0NRT,286.5,13.2,D
12.562,76.827,314.4,1.2,1.1,2020-01-19,0830,Aqua,MODIS,16,6.0NRT,293.9,6.8,D
14.228,75.276,324.9,1.1,1,2020-01-19,0830,Aqua,MODIS,47,6.0NRT,304.9,14.5,D
16.427,73.756,325,1,1,2020-01-19,0830,Aqua,MODIS,62,6.0NRT,304,13.3,D
16.425,73.747,326.8,1,1,2020-01-19,0830,Aqua,MODIS,63,6.0NRT,307.5,15.7,D
16.565,73.767,324.5,1,1,2020-01-19,0830,Aqua,MODIS,69,6.0NRT,305.5,12.5,D
16.732,73.577,328.6,1,1,2020-01-19,0830,Aqua,MODIS,78,6.0NRT,301.5,19.7,D
17.596,73.895,316.9,1,1,2020-01-19,0830,Aqua,MODIS,46,6.0NRT,299,7.4,D
17.595,73.886,324.9,1,1,2020-01-19,0830,Aqua,MODIS,73,6.0NRT,302.3,15.9,D
17.741,73.949,317.6,1,1,2020-01-19,0830,Aqua,MODIS,39,6.0NRT,303.2,5.9,D
17.95,74.681,320.1,1.1,1,2020-01-19,0830,Aqua,MODIS,66,6.0NRT,304.3,8.4,D
18.057,73.441,324.6,1,1,2020-01-19,0830,Aqua,MODIS,73,6.0NRT,301.1,12.8,D
18.056,73.432,329.9,1,1,2020-01-19,0830,Aqua,MODIS,80,6.0NRT,306.6,19.3,D
18.527,74.517,321.8,1.1,1,2020-01-19,0830,Aqua,MODIS,69,6.0NRT,304.1,11.9,D
18.525,74.507,331.2,1.1,1,2020-01-19,0830,Aqua,MODIS,81,6.0NRT,304.1,24.1,D
18.889,73.275,326.6,1,1,2020-01-19,0830,Aqua,MODIS,76,6.0NRT,308,14.1,D
19.066,73.293,330.4,1,1,2020-01-19,0830,Aqua,MODIS,80,6.0NRT,304.1,19.1,D
19.463,73.167,318.5,1,1,2020-01-19,0830,Aqua,MODIS,60,6.0NRT,305.3,6.3,D
19.714,74.604,317.7,1.1,1.1,2020-01-19,0830,Aqua,MODIS,60,6.0NRT,303.5,7.8,D
20.657,75.185,315.3,1.2,1.1,2020-01-19,0830,Aqua,MODIS,53,6.0NRT,301.5,6.7,D
21.457,74.38,315.3,1.1,1.1,2020-01-19,0830,Aqua,MODIS,50,6.0NRT,302.2,7.2,D
21.447,71.454,324.3,1,1,2020-01-19,0830,Aqua,MODIS,76,6.0NRT,304.4,14.2,D
21.445,71.444,317.8,1,1,2020-01-19,0830,Aqua,MODIS,66,6.0NRT,304.3,8,D
21.731,70.108,324.2,1.1,1,2020-01-19,0830,Aqua,MODIS,77,6.0NRT,303.1,16.3,D
21.73,70.098,327.2,1.1,1,2020-01-19,0830,Aqua,MODIS,80,6.0NRT,304.5,20.3,D
22.691,70.953,311.2,1,1,2020-01-19,0830,Aqua,MODIS,56,6.0NRT,299.4,4.5,D
32.821,74.433,302,1.6,1.2,2020-01-19,0835,Aqua,MODIS,50,6.0NRT,289.8,8,D
20.964,85.177,310.2,1.4,1.2,2020-01-19,1620,Terra,MODIS,79,6.0NRT,289.9,16.6,N
23.68,86.094,301.1,1.2,1.1,2020-01-19,1620,Terra,MODIS,38,6.0NRT,287.1,7.5,N
16.33,75.419,305.4,1,1,2020-01-19,2045,Aqua,MODIS,64,6.0NRT,289.9,7.6,N
9.503,77.122,312.5,1.4,1.2,2020-01-19,2045,Aqua,MODIS,85,6.0NRT,289.7,19.4,N
9.501,77.135,315.1,1.4,1.2,2020-01-19,2045,Aqua,MODIS,91,6.0NRT,289.9,22.8,N
9.505,77.129,324.4,1.4,1.2,2020-01-19,2045,Aqua,MODIS,100,6.0NRT,290.2,37.4,N
23.781,86.396,308.9,2.4,1.5,2020-01-20,0425,Terra,MODIS,61,6.0NRT,295.4,21.4,D
23.679,86.093,302.2,2.5,1.5,2020-01-20,0425,Terra,MODIS,39,6.0NRT,291.5,12.3,D
24.777,71.291,314.4,1.1,1,2020-01-20,0605,Terra,MODIS,63,6.0NRT,298.9,7.5,D
24.143,71.271,314.5,1.1,1.1,2020-01-20,0605,Terra,MODIS,61,6.0NRT,301.8,4.9,D
23.419,71.623,309.9,1.2,1.1,2020-01-20,0605,Terra,MODIS,57,6.0NRT,299.5,5.1,D
22.891,70.83,312.3,1.1,1,2020-01-20,0605,Terra,MODIS,62,6.0NRT,298.6,8,D
22.939,69.702,312.9,1,1,2020-01-20,0605,Terra,MODIS,57,6.0NRT,302.2,5.3,D
21.62,73.208,314.5,1.6,1.2,2020-01-20,0605,Terra,MODIS,65,6.0NRT,301.6,12.7,D
21.705,70.156,325.7,1.1,1,2020-01-20,0605,Terra,MODIS,80,6.0NRT,301.1,20.4,D
21.107,72.644,317.1,1.5,1.2,2020-01-20,0605,Terra,MODIS,0,6.0NRT,302,16.4,D
18.737,73.235,314.8,1.8,1.3,2020-01-20,0605,Terra,MODIS,49,6.0NRT,301.4,10.5,D
18.386,80.468,316.3,2,1.4,2020-01-20,0735,Aqua,MODIS,0,6.0NRT,301.6,23.3,D
20.174,86.318,310.9,1,1,2020-01-20,0735,Aqua,MODIS,33,6.0NRT,296.4,4.2,D
20.528,86.417,310.3,1,1,2020-01-20,0735,Aqua,MODIS,30,6.0NRT,295.6,3.5,D
20.542,86.001,313.5,1,1,2020-01-20,0735,Aqua,MODIS,62,6.0NRT,298.3,4.6,D
20.541,85.991,314.6,1,1,2020-01-20,0735,Aqua,MODIS,65,6.0NRT,298.6,5.7,D
20.741,84.314,329.6,1.1,1,2020-01-20,0735,Aqua,MODIS,84,6.0NRT,298.1,25.9,D
20.74,84.303,316.7,1.1,1,2020-01-20,0735,Aqua,MODIS,70,6.0NRT,297.2,10.7,D
20.912,83.756,316.6,1.1,1.1,2020-01-20,0735,Aqua,MODIS,71,6.0NRT,297.5,11.4,D
21.307,83.52,309.7,1.2,1.1,2020-01-20,0735,Aqua,MODIS,56,6.0NRT,296.6,5.1,D
21.717,84.05,317.4,1.1,1,2020-01-20,0735,Aqua,MODIS,73,6.0NRT,297.3,11.4,D
21.715,84.04,312.2,1.1,1,2020-01-20,0735,Aqua,MODIS,60,6.0NRT,298,6.3,D
22.435,88.077,307.3,1.1,1.1,2020-01-20,0735,Aqua,MODIS,56,6.0NRT,293,6.6,D
21.849,83.383,310.9,1.2,1.1,2020-01-20,0735,Aqua,MODIS,60,6.0NRT,298,5.8,D
21.941,83.256,311.5,1.2,1.1,2020-01-20,0735,Aqua,MODIS,60,6.0NRT,298.9,6.3,D
22.21,84.866,310.3,1,1,2020-01-20,0735,Aqua,MODIS,62,6.0NRT,294.9,6.1,D
22.055,81.396,312.7,1.5,1.2,2020-01-20,0735,Aqua,MODIS,67,6.0NRT,297.3,12.5,D
22.06,81.404,310.7,1.5,1.2,2020-01-20,0735,Aqua,MODIS,64,6.0NRT,297.2,9.4,D
22.326,82.657,310.7,1.2,1.1,2020-01-20,0735,Aqua,MODIS,56,6.0NRT,298.7,7,D
23.427,87.726,312.5,1.1,1.1,2020-01-20,0735,Aqua,MODIS,65,6.0NRT,301,6.7,D
23.426,87.715,312,1.1,1.1,2020-01-20,0735,Aqua,MODIS,60,6.0NRT,300.8,6.1,D
23.663,87.42,314.9,1.1,1,2020-01-20,0735,Aqua,MODIS,69,6.0NRT,300,8.6,D
23.798,87.046,315.6,1.1,1,2020-01-20,0735,Aqua,MODIS,70,6.0NRT,304.5,9.2,D
23.716,86.441,315.1,1,1,2020-01-20,0735,Aqua,MODIS,59,6.0NRT,303.2,8,D
23.725,86.44,313.5,1,1,2020-01-20,0735,Aqua,MODIS,31,6.0NRT,301.9,6.3,D
23.678,86.095,313.8,1,1,2020-01-20,0735,Aqua,MODIS,64,6.0NRT,297.7,7.9,D
23.676,86.086,316.1,1,1,2020-01-20,0735,Aqua,MODIS,71,6.0NRT,299.6,9.9,D
23.774,86.396,315.1,1,1,2020-01-20,0735,Aqua,MODIS,39,6.0NRT,303.2,7.3,D
23.772,86.386,316.1,1,1,2020-01-20,0735,Aqua,MODIS,49,6.0NRT,303.4,8,D
23.754,85.858,312.4,1,1,2020-01-20,0735,Aqua,MODIS,67,6.0NRT,301.5,6.9,D
22.928,78.942,303.8,2.1,1.4,2020-01-20,0735,Aqua,MODIS,39,6.0NRT,287.3,13.1,D
24.863,83.213,302.7,1.1,1,2020-01-20,0735,Aqua,MODIS,18,6.0NRT,289.6,3.5,D
25.08,84.44,303.2,1,1,2020-01-20,0735,Aqua,MODIS,10,6.0NRT,291,2.1,D
25.22,84.582,304.8,1,1,2020-01-20,0735,Aqua,MODIS,32,6.0NRT,293.5,3.7,D
25.582,86.646,301.6,1.1,1,2020-01-20,0735,Aqua,MODIS,12,6.0NRT,289.5,3.2,D
26.127,86.889,300.8,1.1,1,2020-01-20,0735,Aqua,MODIS,25,6.0NRT,288.5,3.1,D
26.649,91.001,308.8,1.9,1.4,2020-01-20,0735,Aqua,MODIS,61,6.0NRT,293.8,15.1,D
26.663,91.019,311.2,1.9,1.4,2020-01-20,0735,Aqua,MODIS,68,6.0NRT,292.8,19.5,D
26.661,91,340.7,1.9,1.4,2020-01-20,0735,Aqua,MODIS,92,6.0NRT,294.4,109.4,D
26.64,79.487,300.3,1.6,1.3,2020-01-20,0740,Aqua,MODIS,33,6.0NRT,282.4,8.9,D
14.344,75.856,311.5,1.5,1.2,2020-01-20,1700,Terra,MODIS,83,6.0NRT,290.8,17.8,N
14.851,75.704,308.2,1.5,1.2,2020-01-20,1700,Terra,MODIS,74,6.0NRT,292.6,13.8,N
16.335,75.256,307.8,1.5,1.2,2020-01-20,1700,Terra,MODIS,73,6.0NRT,290.5,15.8,N
16.48,75.511,306.5,1.4,1.2,2020-01-20,1700,Terra,MODIS,68,6.0NRT,291.2,11.4,N
16.74,74.702,302.3,1.6,1.2,2020-01-20,1700,Terra,MODIS,48,6.0NRT,290.7,9.2,N
16.737,74.687,300.1,1.6,1.2,2020-01-20,1700,Terra,MODIS,15,6.0NRT,289.6,6.8,N
16.74,74.696,307.5,1.6,1.2,2020-01-20,1700,Terra,MODIS,72,6.0NRT,290.6,16.5,N
16.771,74.675,304.9,1.6,1.2,2020-01-20,1700,Terra,MODIS,62,6.0NRT,289.7,13.2,N
17.513,75.625,302.3,1.3,1.1,2020-01-20,1700,Terra,MODIS,48,6.0NRT,290.6,7.8,N
19.097,77.393,301.5,1.1,1,2020-01-20,1700,Terra,MODIS,42,6.0NRT,291.2,4.7,N
19.416,75.601,310.3,1.3,1.1,2020-01-20,1700,Terra,MODIS,80,6.0NRT,287.8,15.3,N
20.961,85.185,300.5,2.2,1.4,2020-01-20,1700,Terra,MODIS,28,6.0NRT,289,14.9,N
23.778,86.397,302.7,1.4,1.2,2020-01-20,1945,Aqua,MODIS,46,6.0NRT,287.5,12,N
20.795,85.258,300.3,1.5,1.2,2020-01-20,1945,Aqua,MODIS,25,6.0NRT,289.5,9.5,N
23.8,87.053,306.5,1.4,1.2,2020-01-21,0510,Terra,MODIS,56,6.0NRT,293.9,7.2,D
23.72,86.445,310,1.3,1.1,2020-01-21,0510,Terra,MODIS,69,6.0NRT,295.6,11.1,D
23.756,85.86,307.9,1.2,1.1,2020-01-21,0510,Terra,MODIS,65,6.0NRT,297.1,7.3,D
23.678,86.089,307.6,1.2,1.1,2020-01-21,0510,Terra,MODIS,61,6.0NRT,295.7,7.3,D
23.735,85.012,306.2,1.1,1,2020-01-21,0510,Terra,MODIS,33,6.0NRT,291.6,6.3,D
23.147,78.397,302.9,1.5,1.2,2020-01-21,0510,Terra,MODIS,39,6.0NRT,292.8,6,D
22.324,82.682,309.7,1,1,2020-01-21,0510,Terra,MODIS,61,6.0NRT,296.7,5.1,D
22.665,79.332,310,1.3,1.1,2020-01-21,0510,Terra,MODIS,63,6.0NRT,298.5,5.8,D
22.664,79.344,317.1,1.3,1.1,2020-01-21,0510,Terra,MODIS,74,6.0NRT,298.2,13.8,D
21.954,83.302,308,1,1,2020-01-21,0510,Terra,MODIS,47,6.0NRT,297.2,4.7,D
21.756,83.325,306.9,1,1,2020-01-21,0510,Terra,MODIS,47,6.0NRT,295.9,3.4,D
20.743,84.31,324.8,1.1,1.1,2020-01-21,0510,Terra,MODIS,81,6.0NRT,297.5,21.8,D
20.742,84.32,312.9,1.1,1.1,2020-01-21,0510,Terra,MODIS,63,6.0NRT,297.2,8.9,D
21.16,81.239,308.6,1,1,2020-01-21,0510,Terra,MODIS,52,6.0NRT,296.7,4,D
20.814,81.727,310.5,1,1,2020-01-21,0510,Terra,MODIS,59,6.0NRT,298.6,5,D
21.373,74.9,310.7,2.5,1.5,2020-01-21,0510,Terra,MODIS,48,6.0NRT,295.3,16.8,D
19.142,82.192,319,1,1,2020-01-21,0510,Terra,MODIS,73,6.0NRT,303.2,9.2,D
18.869,82.473,311,1,1,2020-01-21,0510,Terra,MODIS,53,6.0NRT,300.1,4.8,D
19.382,77.683,344.2,1.4,1.2,2020-01-21,0510,Terra,MODIS,92,6.0NRT,297.8,78,D
19.38,77.697,321.9,1.4,1.2,2020-01-21,0510,Terra,MODIS,76,6.0NRT,297.3,24.1,D
