SID,SEASON,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,STORM_SPEED,STORM_DIR,DIST2LAND,previous_wind,wind_change,year,month,day,hour,intensifies
1932244N19296,1932,UNNAMED,1932-09-09 06:00:00+00:00,39.5,-68.2,85.0,995.0,12.0,45.0,287,85.0,0.0,1932,9,9,6,0
1932244N19296,1932,UNNAMED,1932-09-09 12:00:00+00:00,40.3,-67.0,80.0,995.0,15.0,50.0,295,85.0,-5.0,1932,9,9,12,0
1932244N19296,1932,UNNAMED,1932-09-09 18:00:00+00:00,41.4,-65.0,80.0,995.0,21.0,60.0,234,80.0,0.0,1932,9,9,18,0
1932244N19296,1932,UNNAMED,1932-09-10 00:00:00+00:00,42.4,-62.5,75.0,995.0,17.0,65.0,239,80.0,-5.0,1932,9,10,0,0
1932244N19296,1932,UNNAMED,1932-09-10 06:00:00+00:00,42.9,-61.0,75.0,995.0,11.0,65.0,242,75.0,0.0,1932,9,10,6,0
1932244N19296,1932,UNNAMED,1932-09-10 12:00:00+00:00,43.4,-59.6,70.0,995.0,10.0,65.0,232,75.0,-5.0,1932,9,10,12,0
1932244N19296,1932,UNNAMED,1932-09-10 18:00:00+00:00,43.7,-58.6,70.0,995.0,7.0,75.0,254,70.0,0.0,1932,9,10,18,0
1932244N19296,1932,UNNAMED,1932-09-11 00:00:00+00:00,43.8,-57.8,65.0,995.0,6.0,80.0,286,70.0,-5.0,1932,9,11,0,0
1932244N19296,1932,UNNAMED,1932-09-11 06:00:00+00:00,44.0,-57.0,65.0,995.0,7.0,55.0,314,65.0,0.0,1932,9,11,6,0
1932244N19296,1932,UNNAMED,1932-09-11 12:00:00+00:00,44.7,-56.0,60.0,995.0,14.0,45.0,234,65.0,-5.0,1932,9,11,12,0
1932244N19296,1932,UNNAMED,1932-09-11 18:00:00+00:00,46.0,-54.0,60.0,995.0,23.0,50.0,73,60.0,0.0,1932,9,11,18,0
1932244N19296,1932,UNNAMED,1932-09-12 00:00:00+00:00,47.8,-51.0,60.0,995.0,31.0,50.0,123,60.0,0.0,1932,9,12,0,0
1932244N19296,1932,UNNAMED,1932-09-12 06:00:00+00:00,50.0,-47.0,55.0,995.0,34.0,50.0,464,60.0,-5.0,1932,9,12,6,0
1932244N19296,1932,UNNAMED,1932-09-12 12:00:00+00:00,52.0,-43.0,55.0,995.0,28.0,50.0,794,55.0,0.0,1932,9,12,12,0
1932244N19296,1932,UNNAMED,1932-09-12 18:00:00+00:00,53.7,-40.2,55.0,995.0,20.0,40.0,729,55.0,0.0,1932,9,12,18,0
1932244N19296,1932,UNNAMED,1932-09-13 00:00:00+00:00,55.2,-38.5,50.0,995.0,17.0,35.0,606,55.0,-5.0,1932,9,13,0,0
1932244N19296,1932,UNNAMED,1932-09-13 06:00:00+00:00,56.5,-36.8,50.0,995.0,16.0,35.0,540,50.0,0.0,1932,9,13,6,0
1932244N19296,1932,UNNAMED,1932-09-13 12:00:00+00:00,57.8,-35.0,50.0,995.0,18.0,40.0,526,50.0,0.0,1932,9,13,12,0
1932244N19296,1932,UNNAMED,1932-09-13 18:00:00+00:00,59.3,-32.5,50.0,995.0,20.0,40.0,588,50.0,0.0,1932,9,13,18,0
1932244N19296,1932,UNNAMED,1932-09-14 00:00:00+00:00,61.0,-30.0,50.0,995.0,23.0,35.0,484,50.0,0.0,1932,9,14,0,0
1932244N19296,1932,UNNAMED,1932-09-14 06:00:00+00:00,63.0,-27.0,50.0,995.0,24.0,35.0,230,50.0,0.0,1932,9,14,6,0
1932244N19296,1932,UNNAMED,1932-09-14 12:00:00+00:00,65.0,-24.0,50.0,995.0,26.0,40.0,21,50.0,0.0,1932,9,14,12,0
1932244N19296,1932,UNNAMED,1932-09-14 18:00:00+00:00,67.0,-19.0,50.0,995.0,31.0,50.0,99,50.0,0.0,1932,9,14,18,0
1932244N19296,1932,UNNAMED,1932-09-15 00:00:00+00:00,69.0,-12.0,50.0,995.0,33.0,55.0,323,50.0,0.0,1932,9,15,0,0
1932244N19296,1932,UNNAMED,1932-09-15 06:00:00+00:00,70.8,-4.0,50.0,995.0,32.0,60.0,626,50.0,0.0,1932,9,15,6,0
1932244N19296,1932,UNNAMED,1932-09-15 12:00:00+00:00,72.0,5.0,50.0,995.0,29.0,75.0,521,50.0,0.0,1932,9,15,12,0
1932244N19296,1932,UNNAMED,1932-09-15 18:00:00+00:00,72.5,14.0,50.0,995.0,26.0,85.0,356,50.0,0.0,1932,9,15,18,0
1932244N19296,1932,UNNAMED,1932-09-16 00:00:00+00:00,72.5,22.0,50.0,995.0,21.0,95.0,198,50.0,0.0,1932,9,16,0,0
1951272N20274,1951,HOW,1951-09-29 00:00:00+00:00,20.2,-85.8,25.0,995.0,12.0,320.0,132,35.0,0.0,1951,9,29,0,0
1951272N20274,1951,HOW,1951-09-29 06:00:00+00:00,21.1,-86.6,25.0,995.0,11.0,320.0,10,25.0,0.0,1951,9,29,6,0
1951272N20274,1951,HOW,1951-09-29 12:00:00+00:00,21.9,-87.2,25.0,995.0,9.0,340.0,45,25.0,0.0,1951,9,29,12,0
1951272N20274,1951,HOW,1951-09-29 18:00:00+00:00,22.7,-87.3,25.0,995.0,7.0,0.0,135,25.0,0.0,1951,9,29,18,0
1951272N20274,1951,HOW,1951-09-30 00:00:00+00:00,23.3,-87.3,25.0,995.0,6.0,355.0,202,25.0,0.0,1951,9,30,0,1
1951272N20274,1951,HOW,1951-09-30 06:00:00+00:00,23.9,-87.4,30.0,995.0,6.0,350.0,270,25.0,5.0,1951,9,30,6,0
1951272N20274,1951,HOW,1951-09-30 12:00:00+00:00,24.5,-87.5,30.0,995.0,6.0,350.0,335,30.0,0.0,1951,9,30,12,1
1951272N20274,1951,HOW,1951-09-30 18:00:00+00:00,25.0,-87.6,35.0,995.0,5.0,350.0,391,30.0,5.0,1951,9,30,18,0
1951272N20274,1951,HOW,1951-10-01 00:00:00+00:00,25.5,-87.7,35.0,995.0,4.0,355.0,414,35.0,0.0,1951,10,1,0,0
1951272N20274,1951,HOW,1951-10-01 06:00:00+00:00,25.8,-87.6,35.0,995.0,5.0,55.0,386,35.0,0.0,1951,10,1,6,1
1951272N20274,1951,HOW,1951-10-01 12:00:00+00:00,26.1,-86.8,40.0,1003.0,8.0,70.0,395,35.0,5.0,1951,10,1,12,0
1951272N20274,1951,HOW,1951-10-01 18:00:00+00:00,26.3,-86.0,40.0,995.0,9.0,80.0,354,40.0,0.0,1951,10,1,18,1
1951272N20274,1951,HOW,1951-10-02 00:00:00+00:00,26.4,-84.8,45.0,995.0,12.0,85.0,240,40.0,5.0,1951,10,2,0,1
1951272N20274,1951,HOW,1951-10-02 06:00:00+00:00,26.6,-83.3,55.0,995.0,14.0,85.0,101,45.0,10.0,1951,10,2,6,0
1951272N20274,1951,HOW,1951-10-02 10:00:00+00:00,26.7,-82.3,55.0,995.0,16.0,80.0,11,55.0,0.0,1951,10,2,10,0
1951272N20274,1951,HOW,1951-10-02 12:00:00+00:00,26.8,-81.7,45.0,995.0,16.0,70.0,0,55.0,-10.0,1951,10,2,12,1
1951272N20274,1951,HOW,1951-10-02 18:00:00+00:00,27.6,-80.1,50.0,995.0,17.0,50.0,29,45.0,5.0,1951,10,2,18,1
1951272N20274,1951,HOW,1951-10-03 00:00:00+00:00,28.8,-78.7,60.0,995.0,18.0,45.0,178,50.0,10.0,1951,10,3,0,1
1951272N20274,1951,HOW,1951-10-03 06:00:00+00:00,30.1,-77.3,70.0,995.0,17.0,35.0,357,60.0,10.0,1951,10,3,6,1
1951272N20274,1951,HOW,1951-10-03 12:00:00+00:00,31.4,-76.5,75.0,982.0,11.0,25.0,312,70.0,5.0,1951,10,3,12,1
1951272N20274,1951,HOW,1951-10-03 18:00:00+00:00,32.1,-76.1,80.0,979.0,7.0,25.0,267,75.0,5.0,1951,10,3,18,1
1951272N20274,1951,HOW,1951-10-04 00:00:00+00:00,32.8,-75.7,85.0,995.0,8.0,25.0,224,80.0,5.0,1951,10,4,0,0
1951272N20274,1951,HOW,1951-10-04 06:00:00+00:00,33.6,-75.2,85.0,995.0,9.0,30.0,171,85.0,0.0,1951,10,4,6,0
1951272N20274,1951,HOW,1951-10-04 12:00:00+00:00,34.3,-74.6,85.0,995.0,8.0,40.0,169,85.0,0.0,1951,10,4,12,0
1951272N20274,1951,HOW,1951-10-04 18:00:00+00:00,34.9,-74.0,80.0,975.0,7.0,40.0,168,85.0,-5.0,1951,10,4,18,0
1951272N20274,1951,HOW,1951-10-05 00:00:00+00:00,35.4,-73.4,80.0,995.0,8.0,45.0,194,80.0,0.0,1951,10,5,0,0
1951272N20274,1951,HOW,1951-10-05 06:00:00+00:00,36.1,-72.6,80.0,995.0,11.0,45.0,262,80.0,0.0,1951,10,5,6,1
1951272N20274,1951,HOW,1951-10-05 12:00:00+00:00,36.9,-71.6,85.0,972.0,12.0,50.0,344,80.0,5.0,1951,10,5,12,0
1951272N20274,1951,HOW,1951-10-05 18:00:00+00:00,37.7,-70.4,85.0,995.0,12.0,50.0,392,85.0,0.0,1951,10,5,18,0
1951272N20274,1951,HOW,1951-10-06 00:00:00+00:00,38.4,-69.2,85.0,995.0,13.0,55.0,367,85.0,0.0,1951,10,6,0,0
1951272N20274,1951,HOW,1951-10-06 06:00:00+00:00,39.1,-67.6,85.0,995.0,15.0,65.0,353,85.0,0.0,1951,10,6,6,0
1951272N20274,1951,HOW,1951-10-06 12:00:00+00:00,39.7,-65.4,80.0,995.0,25.0,75.0,422,85.0,-5.0,1951,10,6,12,0
1951272N20274,1951,HOW,1951-10-06 18:00:00+00:00,40.3,-61.2,75.0,963.0,34.0,80.0,489,80.0,-5.0,1951,10,6,18,0
1951272N20274,1951,HOW,1951-10-07 00:00:00+00:00,41.2,-56.7,75.0,995.0,40.0,75.0,569,75.0,0.0,1951,10,7,0,0
1951272N20274,1951,HOW,1951-10-07 06:00:00+00:00,42.3,-51.0,75.0,995.0,43.0,75.0,508,75.0,0.0,1951,10,7,6,0
1951272N20274,1951,HOW,1951-10-07 12:00:00+00:00,43.5,-45.5,75.0,995.0,42.0,75.0,690,75.0,0.0,1951,10,7,12,0
1951272N20274,1951,HOW,1951-10-07 18:00:00+00:00,44.7,-39.8,75.0,995.0,44.0,70.0,1029,75.0,0.0,1951,10,7,18,0
1951272N20274,1951,HOW,1951-10-08 00:00:00+00:00,46.4,-34.0,75.0,995.0,44.0,60.0,1407,75.0,0.0,1951,10,8,0,0
1951272N20274,1951,HOW,1951-10-08 06:00:00+00:00,49.3,-29.3,75.0,995.0,38.0,40.0,1349,75.0,0.0,1951,10,8,6,0
1951272N20274,1951,HOW,1951-10-08 12:00:00+00:00,52.3,-26.3,75.0,995.0,40.0,30.0,1069,75.0,0.0,1951,10,8,12,0
1951272N20274,1951,HOW,1951-10-08 18:00:00+00:00,56.3,-23.0,75.0,995.0,38.0,25.0,811,75.0,0.0,1951,10,8,18,0
1951272N20274,1951,HOW,1951-10-09 00:00:00+00:00,59.3,-21.0,70.0,995.0,40.0,10.0,466,75.0,-5.0,1951,10,9,0,0
1951272N20274,1951,HOW,1951-10-09 06:00:00+00:00,64.0,-19.5,65.0,995.0,40.0,10.0,0,70.0,-5.0,1951,10,9,6,0
1951272N20274,1951,HOW,1951-10-09 12:00:00+00:00,67.0,-17.0,60.0,995.0,31.0,25.0,69,65.0,-5.0,1951,10,9,12,0
1951272N20274,1951,HOW,1951-10-09 18:00:00+00:00,70.0,-13.0,60.0,995.0,34.0,25.0,321,60.0,0.0,1951,10,9,18,0
1951272N20274,1951,HOW,1951-10-10 00:00:00+00:00,73.0,-8.0,55.0,995.0,32.0,30.0,376,60.0,-5.0,1951,10,10,0,0
1951272N20274,1951,HOW,1951-10-10 06:00:00+00:00,75.5,-2.0,55.0,995.0,30.0,30.0,451,55.0,0.0,1951,10,10,6,0
1951272N20274,1951,HOW,1951-10-10 12:00:00+00:00,78.0,5.0,50.0,995.0,26.0,40.0,163,55.0,-5.0,1951,10,10,12,0
1951272N20274,1951,HOW,1951-10-10 18:00:00+00:00,79.5,14.0,50.0,995.0,21.0,60.0,0,50.0,0.0,1951,10,10,18,0
1961249N14342,1961,DEBBIE,1961-09-05 12:00:00+00:00,13.5,-17.7,30.0,995.0,17.0,290.0,99,35.0,0.0,1961,9,5,12,0
1961249N14342,1961,DEBBIE,1961-09-05 18:00:00+00:00,14.1,-19.3,30.0,995.0,16.0,290.0,205,30.0,0.0,1961,9,5,18,0
1961249N14342,1961,DEBBIE,1961-09-06 00:00:00+00:00,14.6,-20.7,30.0,995.0,14.0,285.0,344,30.0,0.0,1961,9,6,0,1
1961249N14342,1961,DEBBIE,1961-09-06 06:00:00+00:00,14.9,-22.0,35.0,995.0,12.0,280.0,484,30.0,5.0,1961,9,6,6,1
1961249N14342,1961,DEBBIE,1961-09-06 12:00:00+00:00,15.0,-23.2,40.0,995.0,12.0,270.0,613,35.0,5.0,1961,9,6,12,0
1961249N14342,1961,DEBBIE,1961-09-06 13:00:00+00:00,15.0,-23.4,40.0,995.0,12.0,275.0,635,40.0,0.0,1961,9,6,13,1
1961249N14342,1961,DEBBIE,1961-09-06 18:00:00+00:00,15.1,-24.4,50.0,995.0,12.0,275.0,743,40.0,10.0,1961,9,6,18,1
1961249N14342,1961,DEBBIE,1961-09-07 00:00:00+00:00,15.2,-25.6,65.0,995.0,12.0,275.0,872,50.0,15.0,1961,9,7,0,1
1961249N14342,1961,DEBBIE,1961-09-07 06:00:00+00:00,15.4,-26.8,70.0,995.0,12.0,280.0,1002,65.0,5.0,1961,9,7,6,0
1961249N14342,1961,DEBBIE,1961-09-07 12:00:00+00:00,15.7,-28.1,70.0,995.0,13.0,285.0,1143,70.0,0.0,1961,9,7,12,0
1961249N14342,1961,DEBBIE,1961-09-07 18:00:00+00:00,16.1,-29.4,70.0,995.0,13.0,290.0,1285,70.0,0.0,1961,9,7,18,0
1961249N14342,1961,DEBBIE,1961-09-08 00:00:00+00:00,16.5,-30.7,70.0,995.0,13.0,290.0,1428,70.0,0.0,1961,9,8,0,0
1961249N14342,1961,DEBBIE,1961-09-08 06:00:00+00:00,17.0,-32.0,70.0,995.0,13.0,295.0,1572,70.0,0.0,1961,9,8,6,0
1961249N14342,1961,DEBBIE,1961-09-08 12:00:00+00:00,17.5,-33.2,70.0,995.0,13.0,295.0,1706,70.0,0.0,1961,9,8,12,0
1961249N14342,1961,DEBBIE,1961-09-08 18:00:00+00:00,18.0,-34.5,70.0,995.0,13.0,290.0,1850,70.0,0.0,1961,9,8,18,0
1961249N14342,1961,DEBBIE,1961-09-09 00:00:00+00:00,18.5,-35.7,70.0,995.0,13.0,295.0,1963,70.0,0.0,1961,9,9,0,0
1961249N14342,1961,DEBBIE,1961-09-09 06:00:00+00:00,19.1,-37.0,70.0,995.0,13.0,295.0,2087,70.0,0.0,1961,9,9,6,0
1961249N14342,1961,DEBBIE,1961-09-09 12:00:00+00:00,19.7,-38.2,70.0,995.0,13.0,300.0,2202,70.0,0.0,1961,9,9,12,0
1961249N14342,1961,DEBBIE,1961-09-09 18:00:00+00:00,20.4,-39.4,70.0,995.0,14.0,305.0,2215,70.0,0.0,1961,9,9,18,0
1961249N14342,1961,DEBBIE,1961-09-10 00:00:00+00:00,21.2,-40.6,70.0,995.0,14.0,305.0,2210,70.0,0.0,1961,9,10,0,0
1961249N14342,1961,DEBBIE,1961-09-10 06:00:00+00:00,22.0,-41.8,70.0,995.0,14.0,305.0,2211,70.0,0.0,1961,9,10,6,1
1961249N14342,1961,DEBBIE,1961-09-10 12:00:00+00:00,22.8,-43.0,75.0,995.0,14.0,310.0,2223,70.0,5.0,1961,9,10,12,0
1961249N14342,1961,DEBBIE,1961-09-10 18:00:00+00:00,23.8,-44.1,75.0,995.0,14.0,320.0,2270,75.0,0.0,1961,9,10,18,0
1961249N14342,1961,DEBBIE,1961-09-11 00:00:00+00:00,25.0,-45.0,75.0,995.0,16.0,330.0,2248,75.0,0.0,1961,9,11,0,0
1961249N14342,1961,DEBBIE,1961-09-11 06:00:00+00:00,26.5,-45.7,75.0,995.0,16.0,345.0,2232,75.0,0.0,1961,9,11,6,1
1961249N14342,1961,DEBBIE,1961-09-11 12:00:00+00:00,27.9,-46.0,80.0,995.0,14.0,355.0,2175,75.0,5.0,1961,9,11,12,0
1961249N14342,1961,DEBBIE,1961-09-11 18:00:00+00:00,29.2,-46.1,80.0,976.0,13.0,360.0,2032,80.0,0.0,1961,9,11,18,0
1961249N14342,1961,DEBBIE,1961-09-12 00:00:00+00:00,30.4,-46.1,80.0,995.0,12.0,0.0,1903,80.0,0.0,1961,9,12,0,0
1961249N14342,1961,DEBBIE,1961-09-12 06:00:00+00:00,31.5,-46.0,80.0,995.0,10.0,10.0,1789,80.0,0.0,1961,9,12,6,0
1961249N14342,1961,DEBBIE,1961-09-12 12:00:00+00:00,32.3,-45.8,80.0,975.0,8.0,15.0,1711,80.0,0.0,1961,9,12,12,0
1961249N14342,1961,DEBBIE,1961-09-12 18:00:00+00:00,33.1,-45.6,75.0,995.0,8.0,10.0,1633,80.0,-5.0,1961,9,12,18,0
1961249N14342,1961,DEBBIE,1961-09-13 00:00:00+00:00,33.9,-45.4,75.0,995.0,8.0,15.0,1557,75.0,0.0,1961,9,13,0,0
1961249N14342,1961,DEBBIE,1961-09-13 06:00:00+00:00,34.6,-45.0,70.0,980.0,8.0,40.0,1501,75.0,-5.0,1961,9,13,6,0
1961249N14342,1961,DEBBIE,1961-09-13 12:00:00+00:00,35.1,-44.2,70.0,995.0,9.0,60.0,1483,70.0,0.0,1961,9,13,12,0
1961249N14342,1961,DEBBIE,1961-09-13 18:00:00+00:00,35.5,-43.0,70.0,995.0,13.0,70.0,1497,70.0,0.0,1961,9,13,18,0
1961249N14342,1961,DEBBIE,1961-09-14 00:00:00+00:00,35.9,-41.3,70.0,995.0,15.0,75.0,1545,70.0,0.0,1961,9,14,0,0
1961249N14342,1961,DEBBIE,1961-09-14 06:00:00+00:00,36.2,-39.4,70.0,995.0,18.0,80.0,1624,70.0,0.0,1961,9,14,6,0
1961249N14342,1961,DEBBIE,1961-09-14 12:00:00+00:00,36.5,-37.0,70.0,995.0,20.0,80.0,1745,70.0,0.0,1961,9,14,12,0
1961249N14342,1961,DEBBIE,1961-09-14 18:00:00+00:00,37.0,-34.4,70.0,995.0,24.0,75.0,1874,70.0,0.0,1961,9,14,18,0
1961249N14342,1961,DEBBIE,1961-09-15 00:00:00+00:00,37.8,-31.0,70.0,995.0,34.0,70.0,1689,70.0,0.0,1961,9,15,0,0
1961249N14342,1961,DEBBIE,1961-09-15 06:00:00+00:00,39.5,-26.4,70.0,995.0,40.0,60.0,1452,70.0,0.0,1961,9,15,6,0
1961249N14342,1961,DEBBIE,1961-09-15 12:00:00+00:00,41.7,-22.2,70.0,995.0,40.0,50.0,1064,70.0,0.0,1961,9,15,12,0
1961249N14342,1961,DEBBIE,1961-09-15 18:00:00+00:00,44.6,-18.2,70.0,995.0,41.0,40.0,733,70.0,0.0,1961,9,15,18,0
1961249N14342,1961,DEBBIE,1961-09-16 00:00:00+00:00,48.0,-14.8,70.0,995.0,42.0,30.0,517,70.0,0.0,1961,9,16,0,1
1961249N14342,1961,DEBBIE,1961-09-16 06:00:00+00:00,51.7,-11.6,75.0,995.0,44.0,25.0,82,70.0,5.0,1961,9,16,6,0
1961249N14342,1961,DEBBIE,1961-09-16 12:00:00+00:00,56.0,-8.5,75.0,961.0,48.0,20.0,98,75.0,0.0,1961,9,16,12,0
1961249N14342,1961,DEBBIE,1961-09-16 18:00:00+00:00,60.5,-5.8,75.0,995.0,43.0,20.0,224,75.0,0.0,1961,9,16,18,0
1961249N14342,1961,DEBBIE,1961-09-17 00:00:00+00:00,64.0,-3.0,70.0,995.0,30.0,25.0,456,75.0,-5.0,1961,9,17,0,0
1961249N14342,1961,DEBBIE,1961-09-17 06:00:00+00:00,66.0,0.0,65.0,995.0,17.0,35.0,477,70.0,-5.0,1961,9,17,6,0
1961249N14342,1961,DEBBIE,1961-09-17 12:00:00+00:00,67.0,2.0,55.0,995.0,13.0,60.0,479,65.0,-10.0,1961,9,17,12,0
1961249N14342,1961,DEBBIE,1961-09-17 18:00:00+00:00,67.5,6.0,45.0,995.0,20.0,75.0,321,55.0,-10.0,1961,9,17,18,0
1961249N14342,1961,DEBBIE,1961-09-18 00:00:00+00:00,68.0,12.0,40.0,995.0,23.0,80.0,118,45.0,-5.0,1961,9,18,0,0
1961249N14342,1961,DEBBIE,1961-09-18 06:00:00+00:00,68.5,18.0,35.0,995.0,24.0,80.0,0,40.0,-5.0,1961,9,18,6,0
1966233N13340,1966,FAITH,1966-08-21 00:00:00+00:00,12.9,-20.5,25.0,995.0,18.0,285.0,381,35.0,0.0,1966,8,21,0,0
1966233N13340,1966,FAITH,1966-08-21 06:00:00+00:00,13.3,-22.3,25.0,995.0,18.0,285.0,541,25.0,0.0,1966,8,21,6,0
1966233N13340,1966,FAITH,1966-08-21 12:00:00+00:00,13.7,-24.1,25.0,995.0,18.0,280.0,720,25.0,0.0,1966,8,21,12,1
1966233N13340,1966,FAITH,1966-08-21 18:00:00+00:00,14.0,-25.9,30.0,1006.0,17.0,280.0,908,25.0,5.0,1966,8,21,18,1
