SID,SEASON,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,STORM_SPEED,STORM_DIR,DIST2LAND,previous_wind,wind_change,year,month,day,hour,intensifies
1999208N21089,1999,UNNAMED,1999-07-27 03:00:00+00:00,21.0,89.0,20.0,992.0,9.0,270.0,67,35.0,0.0,1999,7,27,3,0
1999208N21089,1999,UNNAMED,1999-07-27 06:00:00+00:00,21.0,88.5,20.0,992.0,7.0,315.0,67,20.0,0.0,1999,7,27,6,1
1999208N21089,1999,UNNAMED,1999-07-27 12:00:00+00:00,22.0,88.5,25.0,990.0,7.0,325.0,0,20.0,5.0,1999,7,27,12,0
1999208N21089,1999,UNNAMED,1999-07-27 18:00:00+00:00,22.0,87.5,25.0,992.0,7.0,280.0,0,25.0,0.0,1999,7,27,18,0
1999219N21089,1999,UNNAMED,1999-08-06 12:00:00+00:00,21.0,88.5,20.0,992.0,2.0,165.0,67,35.0,0.0,1999,8,6,12,0
1999219N21089,1999,UNNAMED,1999-08-06 18:00:00+00:00,21.0,88.5,20.0,992.0,6.0,350.0,67,20.0,0.0,1999,8,6,18,0
1999219N21089,1999,UNNAMED,1999-08-07 03:00:00+00:00,22.5,87.5,20.0,992.0,16.0,285.0,0,20.0,0.0,1999,8,7,3,0
1999219N21089,1999,UNNAMED,1999-08-07 06:00:00+00:00,22.5,86.5,20.0,992.0,13.0,270.0,0,20.0,0.0,1999,8,7,6,0
1999219N21089,1999,UNNAMED,1999-08-07 12:00:00+00:00,22.5,86.0,20.0,992.0,1.0,270.0,0,20.0,0.0,1999,8,7,12,0
1999219N21089,1999,UNNAMED,1999-08-07 18:00:00+00:00,22.5,86.0,20.0,992.0,1.0,270.0,0,20.0,0.0,1999,8,7,18,0
1999219N21089,1999,UNNAMED,1999-08-08 03:00:00+00:00,22.5,85.0,20.0,992.0,15.0,270.0,0,20.0,0.0,1999,8,8,3,0
1999219N21089,1999,UNNAMED,1999-08-08 06:00:00+00:00,22.5,84.0,20.0,992.0,15.0,270.0,0,20.0,0.0,1999,8,8,6,0
1999219N21089,1999,UNNAMED,1999-08-08 12:00:00+00:00,22.5,83.0,20.0,992.0,3.0,255.0,0,20.0,0.0,1999,8,8,12,0
1999219N21089,1999,UNNAMED,1999-08-08 18:00:00+00:00,22.5,83.0,20.0,992.0,7.0,310.0,0,20.0,0.0,1999,8,8,18,0
1999288N15093,1999,UNNAMED,1999-10-15 03:00:00+00:00,14.4,92.2,20.0,1004.0,12.0,280.0,279,35.0,0.0,1999,10,15,3,0
1999288N15093,1999,UNNAMED,1999-10-15 06:00:00+00:00,14.7,91.4,20.0,1002.0,15.0,290.0,333,20.0,0.0,1999,10,15,6,0
1999288N15093,1999,UNNAMED,1999-10-15 12:00:00+00:00,15.2,90.1,20.0,1002.0,10.0,290.0,448,20.0,0.0,1999,10,15,12,0
1999288N15093,1999,UNNAMED,1999-10-15 18:00:00+00:00,15.5,89.4,20.0,1002.0,9.0,290.0,516,20.0,0.0,1999,10,15,18,1
1999288N15093,1999,UNNAMED,1999-10-15 21:00:00+00:00,15.6,88.9,25.0,1000.0,10.0,290.0,549,20.0,5.0,1999,10,15,21,1
1999288N15093,1999,UNNAMED,1999-10-16 00:00:00+00:00,15.9,88.4,30.0,1000.0,9.0,310.0,505,25.0,5.0,1999,10,16,0,1
1999288N15093,1999,UNNAMED,1999-10-16 03:00:00+00:00,16.2,88.2,35.0,998.0,10.0,315.0,465,30.0,5.0,1999,10,16,3,0
1999288N15093,1999,UNNAMED,1999-10-16 06:00:00+00:00,16.6,87.7,35.0,998.0,12.0,310.0,404,35.0,0.0,1999,10,16,6,1
1999288N15093,1999,UNNAMED,1999-10-16 09:00:00+00:00,16.9,87.2,45.0,996.0,14.0,305.0,347,35.0,10.0,1999,10,16,9,0
1999288N15093,1999,UNNAMED,1999-10-16 12:00:00+00:00,17.3,86.5,45.0,994.0,12.0,295.0,261,45.0,0.0,1999,10,16,12,1
1999288N15093,1999,UNNAMED,1999-10-16 15:00:00+00:00,17.5,86.1,55.0,992.0,6.0,295.0,215,45.0,10.0,1999,10,16,15,0
1999288N15093,1999,UNNAMED,1999-10-16 18:00:00+00:00,17.6,85.9,55.0,992.0,3.0,305.0,192,55.0,0.0,1999,10,16,18,0
1999288N15093,1999,UNNAMED,1999-10-16 21:00:00+00:00,17.7,85.8,55.0,992.0,3.0,300.0,176,55.0,0.0,1999,10,16,21,1
1999288N15093,1999,UNNAMED,1999-10-17 00:00:00+00:00,17.7,85.7,65.0,988.0,5.0,300.0,169,55.0,10.0,1999,10,17,0,1
1999288N15093,1999,UNNAMED,1999-10-17 03:00:00+00:00,17.9,85.3,80.0,978.0,7.0,295.0,123,65.0,15.0,1999,10,17,3,0
1999288N15093,1999,UNNAMED,1999-10-17 06:00:00+00:00,18.0,85.0,80.0,978.0,6.0,320.0,92,80.0,0.0,1999,10,17,6,0
1999288N15093,1999,UNNAMED,1999-10-17 09:00:00+00:00,18.4,84.9,80.0,978.0,8.0,355.0,53,80.0,0.0,1999,10,17,9,0
1999288N15093,1999,UNNAMED,1999-10-17 12:00:00+00:00,18.8,84.9,80.0,978.0,6.0,355.0,30,80.0,0.0,1999,10,17,12,0
1999288N15093,1999,UNNAMED,1999-10-17 15:00:00+00:00,18.9,84.8,80.0,978.0,5.0,0.0,15,80.0,0.0,1999,10,17,15,1
1999298N12099,1999,UNNAMED,1999-10-25 06:00:00+00:00,12.0,98.1,25.0,1004.0,10.0,310.0,44,35.0,0.0,1999,10,25,6,0
1999298N12099,1999,UNNAMED,1999-10-25 09:00:00+00:00,12.4,97.7,25.0,1004.0,9.0,315.0,97,25.0,0.0,1999,10,25,9,0
1999298N12099,1999,UNNAMED,1999-10-25 12:00:00+00:00,12.6,97.4,25.0,1002.0,5.0,305.0,130,25.0,0.0,1999,10,25,12,0
1999298N12099,1999,UNNAMED,1999-10-25 18:00:00+00:00,12.9,97.2,25.0,1002.0,9.0,315.0,125,25.0,0.0,1999,10,25,18,1
1999298N12099,1999,UNNAMED,1999-10-26 00:00:00+00:00,13.7,96.0,30.0,1002.0,14.0,290.0,224,25.0,5.0,1999,10,26,0,1
1999298N12099,1999,UNNAMED,1999-10-26 03:00:00+00:00,13.8,95.4,35.0,1002.0,11.0,285.0,212,30.0,5.0,1999,10,26,3,0
1999298N12099,1999,UNNAMED,1999-10-26 06:00:00+00:00,13.9,95.0,35.0,1002.0,10.0,300.0,201,35.0,0.0,1999,10,26,6,0
1999298N12099,1999,UNNAMED,1999-10-26 09:00:00+00:00,14.3,94.5,35.0,1002.0,13.0,310.0,165,35.0,0.0,1999,10,26,9,1
1999298N12099,1999,UNNAMED,1999-10-26 12:00:00+00:00,14.8,94.0,45.0,998.0,13.0,310.0,119,35.0,10.0,1999,10,26,12,0
1999298N12099,1999,UNNAMED,1999-10-26 15:00:00+00:00,15.2,93.5,45.0,998.0,8.0,310.0,116,45.0,0.0,1999,10,26,15,0
1999298N12099,1999,UNNAMED,1999-10-26 18:00:00+00:00,15.3,93.3,45.0,998.0,7.0,290.0,124,45.0,0.0,1999,10,26,18,0
1999298N12099,1999,UNNAMED,1999-10-26 21:00:00+00:00,15.4,92.8,45.0,998.0,8.0,305.0,164,45.0,0.0,1999,10,26,21,0
1999298N12099,1999,UNNAMED,1999-10-27 00:00:00+00:00,15.8,92.7,45.0,998.0,11.0,310.0,162,45.0,0.0,1999,10,27,0,1
1999298N12099,1999,UNNAMED,1999-10-27 03:00:00+00:00,16.1,91.9,55.0,992.0,13.0,300.0,246,45.0,10.0,1999,10,27,3,0
1999298N12099,1999,UNNAMED,1999-10-27 06:00:00+00:00,16.5,91.5,55.0,992.0,9.0,300.0,293,55.0,0.0,1999,10,27,6,0
1999298N12099,1999,UNNAMED,1999-10-27 09:00:00+00:00,16.5,91.1,55.0,992.0,9.0,300.0,335,55.0,0.0,1999,10,27,9,0
1999298N12099,1999,UNNAMED,1999-10-27 12:00:00+00:00,16.9,90.7,55.0,992.0,7.0,305.0,386,55.0,0.0,1999,10,27,12,1
1999298N12099,1999,UNNAMED,1999-10-27 15:00:00+00:00,16.9,90.5,65.0,986.0,4.0,295.0,407,55.0,10.0,1999,10,27,15,0
1999298N12099,1999,UNNAMED,1999-10-27 18:00:00+00:00,17.0,90.4,65.0,986.0,7.0,290.0,414,65.0,0.0,1999,10,27,18,0
1999298N12099,1999,UNNAMED,1999-10-27 21:00:00+00:00,17.1,89.8,65.0,986.0,9.0,305.0,463,65.0,0.0,1999,10,27,21,0
1999298N12099,1999,UNNAMED,1999-10-28 00:00:00+00:00,17.6,89.6,65.0,986.0,12.0,310.0,429,65.0,0.0,1999,10,28,0,1
1999298N12099,1999,UNNAMED,1999-10-28 03:00:00+00:00,17.9,88.8,77.0,978.0,12.0,295.0,344,65.0,12.0,1999,10,28,3,1
1999298N12099,1999,UNNAMED,1999-10-28 06:00:00+00:00,18.1,88.4,90.0,968.0,9.0,300.0,298,77.0,13.0,1999,10,28,6,1
1999298N12099,1999,UNNAMED,1999-10-28 09:00:00+00:00,18.4,88.0,102.0,956.0,7.0,315.0,245,90.0,12.0,1999,10,28,9,1
1999298N12099,1999,UNNAMED,1999-10-28 12:00:00+00:00,18.6,87.9,115.0,940.0,7.0,315.0,222,102.0,13.0,1999,10,28,12,1
1999298N12099,1999,UNNAMED,1999-10-28 15:00:00+00:00,18.9,87.5,127.0,928.0,10.0,310.0,168,115.0,12.0,1999,10,28,15,1
1999298N12099,1999,UNNAMED,1999-10-28 18:00:00+00:00,19.2,87.1,140.0,912.0,6.0,315.0,115,127.0,13.0,1999,10,28,18,0
1999298N12099,1999,UNNAMED,1999-10-28 21:00:00+00:00,19.3,87.1,140.0,912.0,5.0,330.0,107,140.0,0.0,1999,10,28,21,0
1999298N12099,1999,UNNAMED,1999-10-29 00:00:00+00:00,19.6,86.9,140.0,912.0,7.0,320.0,68,140.0,0.0,1999,10,29,0,0
1999298N12099,1999,UNNAMED,1999-10-29 03:00:00+00:00,19.9,86.6,140.0,912.0,9.0,315.0,23,140.0,0.0,1999,10,29,3,0
1999342N10089,1999,UNNAMED,1999-12-08 06:00:00+00:00,9.5,88.5,15.0,1000.0,10.0,270.0,767,35.0,0.0,1999,12,8,6,0
1999342N10089,1999,UNNAMED,1999-12-08 09:00:00+00:00,9.5,88.0,15.0,1000.0,15.0,315.0,714,15.0,0.0,1999,12,8,9,1
1999342N10089,1999,UNNAMED,1999-12-08 11:30:00+00:00,10.5,87.5,25.0,998.0,24.0,335.0,705,15.0,10.0,1999,12,8,11,0
1999342N10089,1999,UNNAMED,1999-12-08 15:00:00+00:00,10.5,87.5,25.0,998.0,5.0,260.0,705,25.0,0.0,1999,12,8,15,0
1999342N10089,1999,UNNAMED,1999-12-08 18:00:00+00:00,10.5,87.0,25.0,998.0,5.0,270.0,655,25.0,0.0,1999,12,8,18,0
1999342N10089,1999,UNNAMED,1999-12-08 21:00:00+00:00,10.5,87.0,25.0,998.0,6.0,270.0,655,25.0,0.0,1999,12,8,21,0
1999342N10089,1999,UNNAMED,1999-12-09 03:00:00+00:00,10.5,85.5,25.0,998.0,13.0,270.0,507,25.0,0.0,1999,12,9,3,0
1999342N10089,1999,UNNAMED,1999-12-09 06:00:00+00:00,10.5,85.0,25.0,998.0,5.0,270.0,459,25.0,0.0,1999,12,9,6,0
1999342N10089,1999,UNNAMED,1999-12-09 09:00:00+00:00,10.5,85.0,25.0,998.0,0.0,0.0,459,25.0,0.0,1999,12,9,9,0
1999342N10089,1999,UNNAMED,1999-12-09 12:00:00+00:00,10.5,85.0,25.0,998.0,0.0,0.0,459,25.0,0.0,1999,12,9,12,0
1999342N10089,1999,UNNAMED,1999-12-09 18:00:00+00:00,10.5,85.0,25.0,998.0,0.0,0.0,459,25.0,0.0,1999,12,9,18,0
1999342N10089,1999,UNNAMED,1999-12-09 21:00:00+00:00,10.5,85.0,25.0,998.0,7.0,315.0,459,25.0,0.0,1999,12,9,21,0
1999342N10089,1999,UNNAMED,1999-12-10 00:00:00+00:00,11.0,84.5,25.0,998.0,7.0,315.0,444,25.0,0.0,1999,12,10,0,0
1999342N10089,1999,UNNAMED,1999-12-10 03:00:00+00:00,11.0,84.5,25.0,998.0,5.0,270.0,444,25.0,0.0,1999,12,10,3,0
1999342N10089,1999,UNNAMED,1999-12-10 06:00:00+00:00,11.0,84.0,25.0,998.0,5.0,270.0,398,25.0,0.0,1999,12,10,6,0
2000088N08090,2000,UNNAMED,2000-03-27 12:00:00+00:00,7.5,90.0,25.0,1004.0,16.0,310.0,613,35.0,0.0,2000,3,27,12,0
2000088N08090,2000,UNNAMED,2000-03-27 18:00:00+00:00,8.5,89.0,25.0,1006.0,11.0,340.0,757,25.0,0.0,2000,3,27,18,0
2000088N08090,2000,UNNAMED,2000-03-28 00:00:00+00:00,9.5,89.0,25.0,1004.0,11.0,330.0,811,25.0,0.0,2000,3,28,0,0
2000088N08090,2000,UNNAMED,2000-03-28 03:00:00+00:00,10.0,88.5,25.0,1006.0,15.0,325.0,784,25.0,0.0,2000,3,28,3,0
2000088N08090,2000,UNNAMED,2000-03-28 12:00:00+00:00,12.0,88.0,25.0,1004.0,6.0,355.0,801,25.0,0.0,2000,3,28,12,0
2000088N08090,2000,UNNAMED,2000-03-28 18:00:00+00:00,12.0,88.0,25.0,1004.0,1.0,0.0,801,25.0,0.0,2000,3,28,18,0
2000088N08090,2000,UNNAMED,2000-03-29 00:00:00+00:00,12.5,88.0,25.0,1004.0,8.0,0.0,766,25.0,0.0,2000,3,29,0,1
2000088N08090,2000,UNNAMED,2000-03-29 03:00:00+00:00,13.0,88.0,30.0,1002.0,10.0,0.0,725,25.0,5.0,2000,3,29,3,0
2000088N08090,2000,UNNAMED,2000-03-29 06:00:00+00:00,13.5,88.0,30.0,1002.0,8.0,10.0,680,30.0,0.0,2000,3,29,6,1
2000088N08090,2000,UNNAMED,2000-03-29 12:00:00+00:00,14.0,88.5,35.0,998.0,11.0,45.0,652,30.0,5.0,2000,3,29,12,0
2000088N08090,2000,UNNAMED,2000-03-29 15:00:00+00:00,14.5,89.0,35.0,1000.0,14.0,45.0,582,35.0,0.0,2000,3,29,15,0
2000088N08090,2000,UNNAMED,2000-03-29 18:00:00+00:00,15.0,89.5,35.0,1000.0,7.0,45.0,516,35.0,0.0,2000,3,29,18,1
2000088N08090,2000,UNNAMED,2000-03-29 21:00:00+00:00,15.0,89.5,45.0,1000.0,0.0,0.0,516,35.0,10.0,2000,3,29,21,0
2000088N08090,2000,UNNAMED,2000-03-30 00:00:00+00:00,15.0,89.5,45.0,998.0,7.0,45.0,516,45.0,0.0,2000,3,30,0,0
2000088N08090,2000,UNNAMED,2000-03-30 03:00:00+00:00,15.5,90.0,45.0,998.0,7.0,45.0,453,45.0,0.0,2000,3,30,3,0
2000088N08090,2000,UNNAMED,2000-03-30 06:00:00+00:00,15.5,90.0,35.0,1000.0,5.0,180.0,453,45.0,-10.0,2000,3,30,6,0
2000088N08090,2000,UNNAMED,2000-03-30 09:00:00+00:00,15.0,90.0,30.0,1000.0,7.0,45.0,463,35.0,-5.0,2000,3,30,9,0
2000236N17084,2000,UNNAMED,2000-08-23 03:00:00+00:00,16.5,83.5,25.0,994.0,10.0,270.0,121,35.0,0.0,2000,8,23,3,0
2000236N17084,2000,UNNAMED,2000-08-23 06:00:00+00:00,16.5,83.0,25.0,996.0,8.0,265.0,72,25.0,0.0,2000,8,23,6,0
2000236N17084,2000,UNNAMED,2000-08-23 12:00:00+00:00,16.5,82.5,25.0,994.0,6.0,330.0,24,25.0,0.0,2000,8,23,12,0
2000236N17084,2000,UNNAMED,2000-08-23 18:00:00+00:00,17.5,82.0,25.0,996.0,16.0,300.0,0,25.0,0.0,2000,8,23,18,0
2000289N15089,2000,UNNAMED,2000-10-15 00:00:00+00:00,14.6,88.4,25.0,1004.0,5.0,255.0,617,35.0,0.0,2000,10,15,0,0
2000289N15089,2000,UNNAMED,2000-10-15 03:00:00+00:00,14.5,88.2,25.0,1004.0,6.0,265.0,610,25.0,0.0,2000,10,15,3,0
2000289N15089,2000,UNNAMED,2000-10-15 06:00:00+00:00,14.5,87.8,25.0,1002.0,7.0,265.0,580,25.0,0.0,2000,10,15,6,0
2000289N15089,2000,UNNAMED,2000-10-15 12:00:00+00:00,14.5,87.1,25.0,1000.0,7.0,265.0,532,25.0,0.0,2000,10,15,12,1
2000289N15089,2000,UNNAMED,2000-10-15 18:00:00+00:00,14.4,86.5,30.0,1002.0,4.0,265.0,502,25.0,5.0,2000,10,15,18,0
2000289N15089,2000,UNNAMED,2000-10-16 00:00:00+00:00,14.4,86.2,30.0,1000.0,4.0,265.0,480,30.0,0.0,2000,10,16,0,0
2000289N15089,2000,UNNAMED,2000-10-16 03:00:00+00:00,14.3,85.9,30.0,1000.0,6.0,265.0,463,30.0,0.0,2000,10,16,3,0
2000289N15089,2000,UNNAMED,2000-10-16 06:00:00+00:00,14.3,85.5,30.0,1000.0,6.0,270.0,428,30.0,0.0,2000,10,16,6,0
2000289N15089,2000,UNNAMED,2000-10-16 12:00:00+00:00,14.3,85.1,30.0,998.0,3.0,235.0,395,30.0,0.0,2000,10,16,12,0
2000289N15089,2000,UNNAMED,2000-10-16 18:00:00+00:00,14.0,84.9,30.0,1000.0,3.0,240.0,403,30.0,0.0,2000,10,16,18,1
2000289N15089,2000,UNNAMED,2000-10-17 00:00:00+00:00,14.0,84.5,35.0,998.0,3.0,275.0,374,30.0,5.0,2000,10,17,0,0
2000289N15089,2000,UNNAMED,2000-10-17 03:00:00+00:00,14.0,84.4,35.0,998.0,1.0,270.0,368,35.0,0.0,2000,10,17,3,0
2000289N15089,2000,UNNAMED,2000-10-17 06:00:00+00:00,14.0,84.3,35.0,996.0,4.0,275.0,361,35.0,0.0,2000,10,17,6,0
2000289N15089,2000,UNNAMED,2000-10-17 09:00:00+00:00,14.0,84.0,35.0,996.0,3.0,280.0,343,35.0,0.0,2000,10,17,9,0
2000289N15089,2000,UNNAMED,2000-10-17 12:00:00+00:00,14.1,84.0,35.0,996.0,1.0,310.0,334,35.0,0.0,2000,10,17,12,0
2000289N15089,2000,UNNAMED,2000-10-17 15:00:00+00:00,14.1,83.9,35.0,998.0,1.0,315.0,328,35.0,0.0,2000,10,17,15,0
2000289N15089,2000,UNNAMED,2000-10-17 18:00:00+00:00,14.2,83.9,35.0,998.0,2.0,315.0,318,35.0,0.0,2000,10,17,18,0
2000289N15089,2000,UNNAMED,2000-10-17 21:00:00+00:00,14.2,83.8,35.0,998.0,6.0,315.0,313,35.0,0.0,2000,10,17,21,0
2000289N15089,2000,UNNAMED,2000-10-18 00:00:00+00:00,14.6,83.5,35.0,998.0,4.0,290.0,258,35.0,0.0,2000,10,18,0,0
2000289N15089,2000,UNNAMED,2000-10-18 03:00:00+00:00,14.4,83.4,30.0,1000.0,2.0,235.0,273,35.0,-5.0,2000,10,18,3,0
2000289N15089,2000,UNNAMED,2000-10-18 06:00:00+00:00,14.4,83.3,30.0,1000.0,3.0,295.0,258,30.0,0.0,2000,10,18,6,0
2000289N15089,2000,UNNAMED,2000-10-18 12:00:00+00:00,14.5,82.9,30.0,998.0,5.0,280.0,238,30.0,0.0,2000,10,18,12,0
2000289N15089,2000,UNNAMED,2000-10-18 18:00:00+00:00,14.7,82.4,25.0,1000.0,3.0,270.0,193,30.0,-5.0,2000,10,18,18,0
2000289N15089,2000,UNNAMED,2000-10-19 03:00:00+00:00,14.5,82.0,25.0,1004.0,1.0,245.0,178,25.0,0.0,2000,10,19,3,0
2000299N13093,2000,UNNAMED,2000-10-25 09:00:00+00:00,13.5,93.0,25.0,1002.0,14.0,315.0,298,35.0,0.0,2000,10,25,9,0
2000299N13093,2000,UNNAMED,2000-10-25 12:00:00+00:00,14.0,92.5,25.0,1002.0,11.0,315.0,286,25.0,0.0,2000,10,25,12,0
2000299N13093,2000,UNNAMED,2000-10-25 18:00:00+00:00,14.8,91.6,25.0,1002.0,13.0,310.0,309,25.0,0.0,2000,10,25,18,0
2000299N13093,2000,UNNAMED,2000-10-26 00:00:00+00:00,15.6,90.6,25.0,1002.0,16.0,295.0,387,25.0,0.0,2000,10,26,0,0
2000299N13093,2000,UNNAMED,2000-10-26 03:00:00+00:00,15.9,89.7,25.0,1004.0,14.0,310.0,481,25.0,0.0,2000,10,26,3,0
2000299N13093,2000,UNNAMED,2000-10-26 06:00:00+00:00,16.4,89.5,25.0,1002.0,8.0,315.0,504,25.0,0.0,2000,10,26,6,0
2000299N13093,2000,UNNAMED,2000-10-26 12:00:00+00:00,16.5,88.7,25.0,1002.0,6.0,290.0,460,25.0,0.0,2000,10,26,12,0
2000299N13093,2000,UNNAMED,2000-10-26 18:00:00+00:00,17.0,88.4,25.0,1004.0,7.0,335.0,396,25.0,0.0,2000,10,26,18,0
2000299N13093,2000,UNNAMED,2000-10-27 00:00:00+00:00,17.7,88.1,25.0,1002.0,9.0,360.0,313,25.0,0.0,2000,10,27,0,1
2000299N13093,2000,UNNAMED,2000-10-27 03:00:00+00:00,18.2,88.2,30.0,1002.0,10.0,10.0,276,25.0,5.0,2000,10,27,3,0
2000299N13093,2000,UNNAMED,2000-10-27 06:00:00+00:00,18.7,88.3,30.0,1002.0,8.0,10.0,245,30.0,0.0,2000,10,27,6,0
2000299N13093,2000,UNNAMED,2000-10-27 12:00:00+00:00,19.3,88.4,30.0,1000.0,9.0,5.0,210,30.0,0.0,2000,10,27,12,1
2000299N13093,2000,UNNAMED,2000-10-27 18:00:00+00:00,20.4,88.5,35.0,998.0,12.0,5.0,134,30.0,5.0,2000,10,27,18,0
2000299N13093,2000,UNNAMED,2000-10-27 21:00:00+00:00,21.0,88.5,35.0,998.0,13.0,20.0,67,35.0,0.0,2000,10,27,21,0
2000299N13093,2000,UNNAMED,2000-10-28 00:00:00+00:00,21.6,89.0,35.0,998.0,16.0,20.0,0,35.0,0.0,2000,10,28,0,0
2000299N13093,2000,UNNAMED,2000-10-28 03:00:00+00:00,22.5,89.1,30.0,995.0,15.0,20.0,0,35.0,-5.0,2000,10,28,3,0
2000299N13093,2000,UNNAMED,2000-10-28 06:00:00+00:00,23.1,89.6,30.0,995.0,11.0,45.0,0,30.0,0.0,2000,10,28,6,0
2000299N13093,2000,UNNAMED,2000-10-28 12:00:00+00:00,23.5,90.5,25.0,995.0,18.0,75.0,0,30.0,-5.0,2000,10,28,12,0
2000299N13093,2000,UNNAMED,2000-10-28 18:00:00+00:00,24.0,93.0,25.0,995.0,18.0,80.0,0,25.0,0.0,2000,10,28,18,0
2000331N09092,2000,UNNAMED,2000-11-26 03:00:00+00:00,8.5,91.5,25.0,1004.0,21.0,320.0,522,35.0,0.0,2000,11,26,3,0
2000331N09092,2000,UNNAMED,2000-11-26 06:00:00+00:00,9.3,90.8,25.0,1004.0,10.0,325.0,638,25.0,0.0,2000,11,26,6,0
2000331N09092,2000,UNNAMED,2000-11-26 09:00:00+00:00,9.3,90.9,25.0,1004.0,10.0,295.0,630,25.0,0.0,2000,11,26,9,0
2000331N09092,2000,UNNAMED,2000-11-26 12:00:00+00:00,9.7,89.8,25.0,1004.0,11.0,295.0,752,25.0,0.0,2000,11,26,12,1
2000331N09092,2000,UNNAMED,2000-11-26 15:00:00+00:00,9.8,89.9,30.0,1004.0,3.0,310.0,750,25.0,5.0,2000,11,26,15,0
2000331N09092,2000,UNNAMED,2000-11-26 18:00:00+00:00,9.9,89.6,30.0,1002.0,10.0,290.0,783,30.0,0.0,2000,11,26,18,0
2000331N09092,2000,UNNAMED,2000-11-27 00:00:00+00:00,10.4,88.1,30.0,1002.0,15.0,295.0,760,30.0,0.0,2000,11,27,0,0
2000331N09092,2000,UNNAMED,2000-11-27 03:00:00+00:00,10.8,87.5,30.0,1004.0,12.0,295.0,719,30.0,0.0,2000,11,27,3,0
2000331N09092,2000,UNNAMED,2000-11-27 06:00:00+00:00,10.9,87.0,30.0,1002.0,11.0,280.0,675,30.0,0.0,2000,11,27,6,1
2000331N09092,2000,UNNAMED,2000-11-27 09:00:00+00:00,10.9,86.4,35.0,998.0,10.0,280.0,615,30.0,5.0,2000,11,27,9,1
2000331N09092,2000,UNNAMED,2000-11-27 12:00:00+00:00,11.0,85.9,45.0,998.0,11.0,275.0,573,35.0,10.0,2000,11,27,12,0
2000331N09092,2000,UNNAMED,2000-11-27 15:00:00+00:00,11.0,85.3,45.0,998.0,11.0,275.0,517,45.0,0.0,2000,11,27,15,0
2000331N09092,2000,UNNAMED,2000-11-27 18:00:00+00:00,11.1,84.8,45.0,998.0,10.0,280.0,477,45.0,0.0,2000,11,27,18,0
2000331N09092,2000,UNNAMED,2000-11-27 21:00:00+00:00,11.2,84.3,45.0,998.0,10.0,295.0,438,45.0,0.0,2000,11,27,21,1
2000331N09092,2000,UNNAMED,2000-11-28 00:00:00+00:00,11.5,83.8,55.0,992.0,11.0,290.0,404,45.0,10.0,2000,11,28,0,0
2000331N09092,2000,UNNAMED,2000-11-28 03:00:00+00:00,11.6,83.3,55.0,992.0,10.0,270.0,352,55.0,0.0,2000,11,28,3,1
2000331N09092,2000,UNNAMED,2000-11-28 06:00:00+00:00,11.5,82.8,65.0,986.0,9.0,265.0,300,55.0,10.0,2000,11,28,6,0
2000331N09092,2000,UNNAMED,2000-11-28 09:00:00+00:00,11.5,82.3,65.0,986.0,8.0,265.0,254,65.0,0.0,2000,11,28,9,1
2000331N09092,2000,UNNAMED,2000-11-28 12:00:00+00:00,11.5,82.0,77.0,978.0,6.0,265.0,225,65.0,12.0,2000,11,28,12,1
2000331N09092,2000,UNNAMED,2000-11-28 15:00:00+00:00,11.5,81.7,90.0,968.0,5.0,270.0,197,77.0,13.0,2000,11,28,15,1
2000331N09092,2000,UNNAMED,2000-11-28 18:00:00+00:00,11.5,81.5,102.0,958.0,6.0,270.0,177,90.0,12.0,2000,11,28,18,0
2000331N09092,2000,UNNAMED,2000-11-28 21:00:00+00:00,11.5,81.1,102.0,958.0,5.0,270.0,145,102.0,0.0,2000,11,28,21,0
2000331N09092,2000,UNNAMED,2000-11-29 00:00:00+00:00,11.5,80.9,90.0,968.0,6.0,275.0,114,102.0,-12.0,2000,11,29,0,0
2000331N09092,2000,UNNAMED,2000-11-29 03:00:00+00:00,11.5,80.5,90.0,966.0,5.0,275.0,73,90.0,0.0,2000,11,29,3,0
2000331N09092,2000,UNNAMED,2000-11-29 06:00:00+00:00,11.6,80.4,77.0,976.0,5.0,275.0,65,90.0,-13.0,2000,11,29,6,0
2000331N09092,2000,UNNAMED,2000-11-29 09:00:00+00:00,11.6,80.0,77.0,976.0,5.0,270.0,21,77.0,0.0,2000,11,29,9,0
2000331N09092,2000,UNNAMED,2000-11-29 12:00:00+00:00,11.6,79.9,55.0,998.0,7.0,260.0,10,77.0,-22.0,2000,11,29,12,0
2000331N09092,2000,UNNAMED,2000-11-29 18:00:00+00:00,11.3,78.6,45.0,998.0,10.0,260.0,0,55.0,-10.0,2000,11,29,18,0
2000331N09092,2000,UNNAMED,2000-11-30 03:00:00+00:00,11.4,77.7,30.0,1002.0,8.0,275.0,0,45.0,-15.0,2000,11,30,3,0
2000358N08086,2000,UNNAMED,2000-12-23 03:00:00+00:00,8.0,86.0,25.0,1006.0,6.0,220.0,465,35.0,0.0,2000,12,23,3,0
2000358N08086,2000,UNNAMED,2000-12-23 06:00:00+00:00,7.8,85.8,25.0,1006.0,6.0,250.0,439,25.0,0.0,2000,12,23,6,0
2000358N08086,2000,UNNAMED,2000-12-23 12:00:00+00:00,7.8,85.0,25.0,1006.0,7.0,275.0,353,25.0,0.0,2000,12,23,12,0
2000358N08086,2000,UNNAMED,2000-12-23 18:00:00+00:00,7.9,84.6,25.0,1006.0,4.0,270.0,310,25.0,0.0,2000,12,23,18,1
